"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","hours/6/3/close","hours/6/3/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rue des Grands Carmes 9, Brussels 1000 Belgium","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,"1350","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,"1350","1110",,,,,,,"815481","false","false","50.845505","4.34844","La caneva","288","+32 2 512 34 47","$$ - $$$","3533","355","#323 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d815481-Reviews-La_caneva-Brussels.html","https://www.facebook.com/La-Caneva-page-offcielle-435116536641217/"
"Rue Ropsy-Chaudron 49, Brussels 1070 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Belgian","European","French",,,,,,,,"restaurant@lapaix.eu",,,,,,,,,,,,,"810","720",,,,,"810","720",,,,,"810","720","1260","1140",,,"810","720","1260","1140",,,,,,,,,,,"2034027","false","false","50.843708","4.328133","La Paix","193","+32 2 523 09 58","$$$$","3533","358","#326 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2034027-Reviews-La_Paix-Brussels.html","http://www.lapaix.eu"
"Chaussee de Wavre 113, Ixelles, Brussels 1050 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,"sans13.bxl@gmail.com",,,,,,,"870","720",,,,,"870","720",,,,,"870","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","1110",,,,,,,"1112097","false","false","50.8362","4.368057","Le Sans 13","131","+32 2 513 63 61","$$ - $$$","3533","359","#327 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d1112097-Reviews-Le_Sans_13-Ixelles_Brussels.html","http://lesans13.be"
"Quai aux Briques 20, Brussels 1000 Belgium","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","Seafood","European","Gluten Free Options",,,,,,"Lhuitriere@skynet.be","900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,,,"1738851","false","false","50.851494","4.3482","L'Huitriere","925","+32 2 512 08 66","$$ - $$$","3533","354","#322 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1738851-Reviews-L_Huitriere-Brussels.html","http://www.lhuitriere.be"
"Impasse St.Nicholas 4  Rue du Marche aux Herbes 12, Brussels 1000 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Belgian","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2704030","false","false","50.848267","4.352259","Au Bon Vieux Temps","331","+32 2 217 26 26","$$ - $$$","3533","353","#321 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2704030-Reviews-Au_Bon_Vieux_Temps-Brussels.html",
"Rue Charles Hanssens 5 quartier du Sablon, Brussels 1000 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2011","2011",,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,,,"1699738","false","false","50.839424","4.353628","Orphyse Chaussette","160","+32 2 502 75 81","$$ - $$$","3533","357","#325 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1699738-Reviews-Orphyse_Chaussette-Brussels.html","http://orphyse-chaussette.business.site/"
"Rue Blaes 59, Brussels 1000 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options","Halal",,,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,,,"2039550","false","false","50.839924","4.349655","Al Jannah","306","+32 ()02 514 08 44","$","3533","123","#113 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2039550-Reviews-Al_Jannah-Brussels.html","http://aljannah.be/"
"Chaussee de Charleroi 196, Saint-Gilles, Brussels 1060 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Deli","Portuguese","Gluten Free Options",,,,,,,,"info@forcado.be","1080","600",,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,,,"6954157","false","false","50.824615","4.354468","Forcado Saint-Gilles","177","+32 2 539 00 19","$$ - $$$","3533","137","#2 of 65 Coffee & Tea in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136501-d6954157-Reviews-Forcado_Saint_Gilles-Saint_Gilles_Brussels.html","http://www.facebook.com/Forcado1982"
"Rue du Marche Aux Fromages 18 Grand Place, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European","Bar","Pub","Vegetarian Friendly",,,,,,,"1380","630",,,,,"1380","630",,,,,"1380","600",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,,,"17324225","false","false","50.845734","4.353265","The Blue Restaurant","72","+32 486 65 96 75","$$ - $$$","3533","134","#123 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d17324225-Reviews-The_Blue_Restaurant-Brussels.html",
"Rue de Ganshoren 39, Brussels 1081 Belgium","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Belgian",,,,,,,,,,"info@frederic-blondeel.be",,,,,,,"1095","570",,,,,"1095","570",,,,,"1095","570",,,,,"1095","570",,,,,"1095","570",,,,,"1095","570",,,,,,,"2486183","false","false","50.85996","4.328838","Frederic Blondeel","256","+32 475 36 00 31","$$ - $$$","3533","133","#6 of 74 Dessert in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2486183-Reviews-Frederic_Blondeel-Brussels.html","http://www.frederic-blondeel.be"
"Rue du Marche aux Herbes 87, Brussels 1000 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,"info@loschurros.com","1410","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1410","540",,,,,"1410","540",,,,,,,"8443311","false","false","50.846733","4.354039","Los Churros & Waffle","381","+32 2 502 29 50","$","3533","139","#7 of 76 Quick Bites in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8443311-Reviews-Los_Churros_Waffle-Brussels.html","http://www.loschurros.com"
"Chaussee d'Alsemberg 108, Brussels 1060 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","French","European","International","Pub","Diner","Gastropub","Vegetarian Friendly",,,,,,,,,,,,,,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,,,"2229734","false","false","50.823357","4.342975","La Buvette","315","+32 2 534 13 03","$$$$","3533","138","#126 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2229734-Reviews-La_Buvette-Brussels.html","http://www.la-buvette.be/"
"Chaussee de Waterloo 203, Saint-Gilles, Brussels 1060 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","European","French","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,"840","735",,,,,"840","735","1320","1140",,,"840","735","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,,,,,,,,,"12151049","false","false","50.82602","4.346529","Le 203","91","+32 2 539 26 43","$$ - $$$","3533","135","#124 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136501-d12151049-Reviews-Le_203-Saint_Gilles_Brussels.html","http://le203.com"
"Chaussee de Wavre 168, Ixelles, Brussels 1050 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Belgian","French","European","Vegetarian Friendly",,,,,,,"restaurantletournant168@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,"1140","1020",,,,,"1140","1020",,,,,"1140","1020",,,,,,,"789485","false","false","50.835575","4.369811","Restaurant Le Tournant","265","+32 2 502 61 65","$$ - $$$","3533","140","#127 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d789485-Reviews-Restaurant_Le_Tournant-Ixelles_Brussels.html","http://restaurantletournant.com/"
"Avenue Charles-Quint 6, Brussels 1083 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,"infos@san-daniele.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"815004","false","false","50.868206","4.313479","San Daniele","216","+32 2 426 79 23","$$$$","3533","132","#122 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d815004-Reviews-San_Daniele-Brussels.html","http://www.san-daniele.be"
"Rue Bodenbroek 18, Brussels 1000 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","Belgian","Gastropub","Vegetarian Friendly",,,,,,,,"reservation@lecaillerdupalaisroyal.be","870","720","1320","1140",,,"870","720","1320","1140",,,"1020","420",,,,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"1020","540","1320","1140",,,,,"694687","false","false","50.840565","4.356836","L'Ecailler du Palais Royal","296","+32 2 512 87 51","$$$$","3533","356","#324 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d694687-Reviews-L_Ecailler_du_Palais_Royal-Brussels.html","http://www.lecaillerdupalaisroyal.be/"
"Rue du Marche aux Porcs 13, Brussels 1000 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","Mediterranean","European","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@strofilia.be",,,,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,,,"778288","false","false","50.853058","4.346053","Strofilia","525","+32 2 512 32 93","$$ - $$$","3533","136","#125 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d778288-Reviews-Strofilia-Brussels.html","http://www.strofilia.brussels"
"Rue des Eperonniers 67, Brussels 1000 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options","Halal",,,,,"info@albarmaki.be",,,,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,,,"694643","false","false","50.84507","4.353172","Al Barmaki","296","+32 2 513 08 34","$$ - $$$","3533","351","#319 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d694643-Reviews-Al_Barmaki-Brussels.html","http://www.albarmaki.be/"
"Avenue Livingstone 20 1000, Brussels 1000 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","European","Tuscan","Central-Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"info@osteriaagricola.eu",,,,,,,"870","720","1320","1110",,,"870","720","1320","1110",,,"870","720","1320","1110",,,"870","720","1320","1110",,,"870","720","1320","1110",,,"1320","1110",,,,,,,"6580109","false","false","50.845383","4.377738","Osteria Agricola Toscana","244","+32 466 08 05 73","$$ - $$$","3533","360","#328 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6580109-Reviews-Osteria_Agricola_Toscana-Brussels.html","http://www.osteriaagricolatoscana.eu"
"Boulevard de Waterloo 38, Brussels 1000 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Belgian","European","French","International","Vegan Options",,,,,,"info@therestaurant.be",,,,,,,"1320","1140",,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"1320","1140",,,,,,,"4150389","false","false","50.83765","4.35699","The Restaurant by Pierre Balthazar","263","+32 2 504 13 33","$$$$","3533","131","#121 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4150389-Reviews-The_Restaurant_by_Pierre_Balthazar-Brussels.html","http://www.therestaurant.be"
"Avenue d'Auderghem 50, Brussels 1040 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","French","Belgian","European","Vegetarian Friendly",,,,,,,"Info@lajouedevache.be",,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","1080",,,,,,,"3662956","false","false","50.839424","4.385603","La Joue de Vache","208","+32 2 742 28 10","$$ - $$$","3533","149","#136 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3662956-Reviews-La_Joue_de_Vache-Brussels.html","http://www.lajouedevache.be"
"Chaussee de Louvain 904, Evere, Brussels 1140 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Asian","Cambodian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8035837","false","false","50.85875","4.413147","Cambodiana","96","+32 2 726 64 45","$$ - $$$","3533","147","#134 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950781-d8035837-Reviews-Cambodiana-Evere_Brussels.html","http://cambodiana.be"
"Chaussee de Waterloo 782, Brussels 1180 Belgium","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","French","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2696108","false","false","50.809166","4.369907","les papilles","175","+32 2 374 69 66","$$ - $$$","3533","369","#336 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2696108-Reviews-Les_papilles-Brussels.html","http://www.lespapilles.mobi"
"Chaussee de Vleurgat 222, Ixelles, Brussels 1050 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,"Pofimabelgium@outlook.com","1320","1080",,,,,"840","660","1320","1080",,,"840","660","1320","1080",,,,,,,,,"840","690","1320","1080",,,"840","660","1320","1080",,,"840","660","1320","1080",,,,,"12685858","false","false","50.82087","4.366567","Poh Refined Thai Cuisine","64","+32 2 660 99 89","$$ - $$$","3533","368","#335 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d12685858-Reviews-Poh_Refined_Thai_Cuisine-Ixelles_Brussels.html","http://www.pohbrussels.com"
"Rue du Luxembourg 37, Brussels 1050 Belgium","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,,,,,,"870","720","1320","1110",,,"870","720","1320","1110",,,"870","720","1320","1110",,,"870","720","1320","1110",,,"870","720",,,,,,,,,,,,,"1717796","false","false","50.839504","4.371046","Maison du Luxembourg","203","+32 2 511 99 95","$$ - $$$","3533","150","#137 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1717796-Reviews-Maison_du_Luxembourg-Brussels.html","http://www.maisonduluxembourg.be/EN.html"
