"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"pl. Wszystkich Swietych 10, Krakow 31-004 Poland","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Soups","Eastern European","Central European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2399811","false","false","50.059174","19.937197","Restaurcja Samoobstugowa Polakowski","156","+48 12 430 21 56","$","1750","490","#378 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d2399811-Reviews-Restaurcja_Samoobstugowa_Polakowski-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.polakowski.com.pl/menu_miodowa_pl.html"
"ul. Zwierzyniecka 3, Krakow 31-103 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Vegan Options",,,,,,,,,,"lodyk2hodurek@gmail.com","1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"8440482","false","false","50.05838","19.932262","Lody Tradycyjne Bracia Hodurek","39","+48 660 717 067","$","1750","485","#41 of 103 Dessert in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d8440482-Reviews-Lody_Tradycyjne_Bracia_Hodurek-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/lodytradycyjne"
"Slawkowska 13-15, Krakow 31-016 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1380","720",,,"1380","720",,,"19219652","false","false","50.064224","19.938038","Pierogarnia Krakowiacy","26","+48 12 422 97 11","$","1750","491","#379 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19219652-Reviews-Pierogarnia_Krakowiacy-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/PierogarniaKrakowiacySlawkowska13/"
"ul.Pijarska 23 Corner of Pijarska/Szpitalna street, near defecne wall, Krakow 31-024 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Healthy",,,,,,,,,"gelateriakrakow@yahoo.com","1350","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1380","660",,,"1380","660",,,"14098209","false","false","50.06455","19.94205","La Mia Gelateria","32","+48 604 565 465","$","1750","492","#42 of 103 Dessert in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d14098209-Reviews-La_Mia_Gelateria-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/GelateriaLaMia/"
"Miodowa 14, Krakow 31-055 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,"1620","600",,,"1620","600",,,"1620","600",,,"1620","600",,,"1620","600",,,"1620","600",,,"1620","600",,,"10624301","false","false","50.0525","19.943611","Oliwa Pub","79","+48 608 125 081","$","1750","498","#384 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10624301-Reviews-Oliwa_Pub-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.oliwapub.com"
"Krakowska 20, Krakow 31-062 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Japanese","Asian","Polynesian","Hawaiian",,,,,,,"niebowgebiekrakow@gmail.com","1260","780",,,,,,,"1320","960",,,"1320","960",,,"1320","960",,,"1380","960",,,"1380","780",,,"21120964","false","false","50.0503","19.942776","Niebo w Gebie Hawaii & Polynesian Canteen Bar","31","+48 661 844 424","$$ - $$$","1750","495","#382 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21120964-Reviews-Niebo_w_Gebie_Hawaii_Polynesian_Canteen_Bar-Krakow_Lesser_Poland_Province_Southe.html","https://web.facebook.com/niebokrakow/?_rdc=1&_rdr"
"Aleja Kasztanowa 1, Krakow 30-227 Poland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Polish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"kontakt@27porcji.pl","1260","660",,,,,,,"1260","0",,,"1260","0",,,"1260","0",,,"1320","660",,,"1320","660",,,"6680970","false","false","50.065655","19.871126","27 Porcji Family Slow Food","125","+48 502 439 997","$$ - $$$","1750","497","#383 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d6680970-Reviews-27_Porcji_Family_Slow_Food-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.27porcji.pl/"
"Starowislna 38, Krakow 31-035 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"12711765","false","false","50.05515","19.94696","Knitted Coffee Cafe ul. Starowislna 38","57","+48 794 357 062","$$ - $$$","1750","496","#44 of 139 Coffee & Tea in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12711765-Reviews-Knitted_Coffee_Cafe_ul_Starowislna_38-Krakow_Lesser_Poland_Province_Southern_Pol.html","http://KnittedCoffee.pl"
"Jodlowa 13 Street, Krakow 30-251 Poland","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","European","Central European","International","Vegetarian Friendly","Vegan Options",,,,,,,"restauracja@uziyada.pl","1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"697173","false","false","50.048126","19.866522","U Ziyada","193","+48 798 667 711","$$ - $$$","1750","494","#381 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d697173-Reviews-U_Ziyada-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.uziyada.pl"
"ul. Kanonicza 11, Krakow 31-022 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Cafe","European","Contemporary","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3931328","false","false","50.05667","19.93731","Bona","48","+48 12 430 52 22","$$ - $$$","1750","499","#385 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3931328-Reviews-Bona-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.cracow-life.com/drink/pubs_cafes_details/1690-Bona_Bookstore"
"pl. Na Groblach 22, Krakow 31-101 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Central European","Vegetarian Friendly",,,,,,,,"malecon@malecon.pl","1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"1380","420",,,"2400781","false","false","50.055233","19.93284","Malecon","181","+48 12 423 18 43","$$ - $$$","1750","493","#380 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d2400781-Reviews-Malecon-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.malecon.pl/"
"ul. Borkowska 32, Krakow 30-438 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Polish","European","Central European","Vegetarian Friendly",,,,,,,,"biuro@ktowypuscilskowronka.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10147705","false","false","50.00152","19.904812","Kto Wypuscil Skowronka","105","+48 533 317 779","$$ - $$$","1750","500","#386 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10147705-Reviews-Kto_Wypuscil_Skowronka-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.ktowypuscilskowronka.pl/index.html"
"Sienna 6, Krakow 31-041 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Italian","Pizza","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly","Vegan Options",,,,"biuro@baritaliano.pl","960","720",,,,,,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"3250153","false","false","50.061077","19.939217","Italiano Pizza & Pasta","694","+48 666 739 529","$$ - $$$","1750","156","#121 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3250153-Reviews-Italiano_Pizza_Pasta-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.baritaliano.pl"
"Plac Wszystkich Swietych 11, Krakow 31-004 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Cafe",,,,,,,,,,,,"1380","360",,,"1320","360",,,"1380","360",,,"1380","360",,,"1380","360",,,"1380","360",,,"1380","360",,,"2336389","false","false","50.059242","19.937792","Karmello Chocolatier","579","+48 12 422 03 72","$","1750","159","#27 of 121 Quick Bites in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d2336389-Reviews-Karmello_Chocolatier-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.karmello.pl"
"Sienna 9, Krakow 31-041 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European","Grill","Gluten Free Options",,,,,,,,"manager@moomoosteak.pl","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1440","720",,,"1440","720",,,"13323388","false","false","50.060776","19.940357","Moo Moo Steak & Wine","557","+48 12 422 20 53","$$ - $$$","1750","155","#120 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13323388-Reviews-Moo_Moo_Steak_Wine-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.moomoo.com.pl"
"ul. Gen. Tadeusza Kosciuszki 42, Krakow 30-105 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Polish","Bar","European","Eastern European","Central European",,,,,,,"golonkarnia@golonkarnia.pl","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"3331669","false","false","50.053474","19.92227","Golonkarnia Bar & Restauracja","183","+48 721 212 219","$$ - $$$","1750","153","#119 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3331669-Reviews-Golonkarnia_Bar_Restauracja-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.golonkarnia.pl/wp-signup.php?new=golonkarnia.pl"
"ul. Sw. Tomasza 6, Krakow 31-014 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"restauracja@delpapa.pl","1320","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1320","720",,,"1320","720",,,"802228","false","false","50.063835","19.936552","Del Papa Ristorante","531","+48 12 307 19 87","$$ - $$$","1750","160","#124 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d802228-Reviews-Del_Papa_Ristorante-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.delpapa.pl/"
"ul. Sw. Anny 3, Krakow 31-008 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Polish","European","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"kontakt@chimera.com.pl","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"944632","false","false","50.061703","19.934772","Chimera","1167","+48 12 292 12 12","$","1750","158","#123 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d944632-Reviews-Chimera-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://chimera.com.pl/en"
"ul. Sw. Sebastiana 6 Basement, Krakow 31-049 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Brew Pub","Polish","Bar","European","Pub",,,,,,,"radochasebastiana6@gmail.com","1440","720",,,"1440","840",,,"1440","840",,,"1440","840",,,"1560","840",,,"1560","720",,,"1560","720",,,"10067384","false","false","50.05585","19.94115","Radocha","84","+48 519 789 189","$","1750","152","#118 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10067384-Reviews-Radocha-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/Radocha-1735720793315420"
"pl. Emila Serkowskiego 7 30-512 Krakow, Krakow 30-512 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Polish","European","Eastern European","Central European",,,,,,,,"restauracja@ogniemimieczem.pl","1320","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"697126","false","false","50.04288","19.943333","Restaurant Ogniem i Mieczem","398","+48 012 656 23 28","$$ - $$$","1750","157","#122 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d697126-Reviews-Restaurant_Ogniem_i_Mieczem-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.ogniemimieczem.pl/index_en.html"
"pl. Jana Matejki 2, Krakow 31-157 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Polish","European","Healthy","Vegan Options","Vegetarian Friendly","Gluten Free Options",,,,,,"barglonojad@gmail.com","1320","540",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","540",,,"1833364","false","false","50.066193","19.942019","Glonojad","867","+48 12 346 16 77","$","1750","151","#25 of 121 Quick Bites in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1833364-Reviews-Glonojad-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.glonojad.com"
"ul. Szewska 23, Krakow 31-009 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Polish","European","Central European","Vegetarian Friendly",,,,,,,,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"5524837","false","false","50.062927","19.934105","Pierogarnia Krakowiacy","1088","+48 12 422 21 69","$","1750","154","#26 of 121 Quick Bites in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d5524837-Reviews-Pierogarnia_Krakowiacy-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/PierogarniaKrakowiacy"
"ul. Starowislna 15A, Krakow 31-038 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"ilcalzone@ilcalzone.pl","1260","720",,,"1260","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1380","720",,,"1380","720",,,"1447321","false","false","50.0575","19.943563","Il Calzone","434","+48 12 429 51 41","$$ - $$$","1750","167","#129 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1447321-Reviews-Il_Calzone-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.ilcalzone.pl/"
"ul. Slawkowska 24A Numer Apartamentu, Skrzyzowania, Placu, Krakow 31-014 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Polish","European","Soups","Eastern European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"biuro@domoweprzysmaki.pl","1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"796574","false","false","50.064663","19.938292","Domowe Przysmaki","517","+48 12 422 57 51","$","1750","164","#127 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d796574-Reviews-Domowe_Przysmaki-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.domoweprzysmaki.pl/en/our-menu/"
"Dietla 113, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,"pizzeria@incredibilepizzeria.com","1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"17381061","false","false","50.058117","19.947222","Incredibile","109","+48 883 539 777","$$ - $$$","1750","165","#128 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17381061-Reviews-Incredibile-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://incredibilepizzeria.com"
"pl. Dominikanski 2, Krakow 31-043 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Cafe","International","European","Healthy","Polish","Vegetarian Friendly",,,,,,"piekarniaikawiarnia@lajkonik.com","1260","480",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","420",,,"1200","480",,,"4869745","false","false","50.059246","19.938498","Lajkonik Piekarnia i Kawiarnia","176","+48 533 335 282","$","1750","163","#3 of 29 Bakeries in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4869745-Reviews-Lajkonik_Piekarnia_i_Kawiarnia-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://lajkonik-pik.pl/shop/plac-dominikanski-2/"
"ul. Slawkowska 10, Krakow 31-014 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Polish","European","Eastern European","Central European","Vegetarian Friendly",,,,,,,"kontakt@goscinnachata.com","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"4702896","false","false","50.063766","19.937325","GoScinna Chata","1000","+48 12 423 76 76","$$ - $$$","1750","170","#132 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4702896-Reviews-GoScinna_Chata-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.goscinnachata.com/"
