"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Artemisiou 4, Athens 104 35 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,,"dimitristheo1200@gmail.com","1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1680","600",,,,,"1560","600",,,,,"7161953","false","false","37.98017","23.71493","Favela All Day Bar Restaurant","66","+30 21 0341 2413","$$ - $$$","2681","457","#383 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7161953-Reviews-Favela_All_Day_Bar_Restaurant-Athens_Attica.html","http://www.facebook.com/Favela-all-day-bar-restaurant-399468136862148"
"19 Pandrossou, Athens 105 56 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"lazaridispanagiwtis@gmail.com","1290","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1290","540",,,,,"1290","540",,,,,"4325119","false","false","37.975426","23.728136","Ice Scream Athens","61","+44 7578 616171","$","2681","458","#43 of 160 Dessert in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d4325119-Reviews-Ice_Scream_Athens-Athens_Attica.html","http://www.icescream.gr"
"23-27 Makrygianni St Acropolis, Athens 11742 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Mediterranean","Greek","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"godsrestaurant1@yahoo.gr","1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1724517","false","false","37.968147","23.729158","Gods' Restaurant","2344","+30 21 0923 3721","$$ - $$$","2681","454","#380 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1724517-Reviews-Gods_Restaurant-Athens_Attica.html","http://www.gods-restaurant.com"
"41 Kidathineon Plaka, Athens 105 58 Greece","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,"restaurant","Seafood","Mediterranean","Greek","Vegetarian Friendly","Vegan Options",,,,,,,"info@mpakaliarakia.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1657004","false","false","37.971733","23.730465","Ta Bakaliarakia tou Damigou","370","+30 21 0322 5084","$$ - $$$","2681","453","#379 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1657004-Reviews-Ta_Bakaliarakia_tou_Damigou-Athens_Attica.html","http://www.mpakaliarakia.gr/main.php"
"George Souris Str. 3 Philellinon, Athens 10557 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","International","Greek","Wine Bar","Mediterranean","European","Vegetarian Friendly","Gluten Free Options",,,,,"info@bytheglass.gr","1560","1080",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","720",,,,,"3825081","false","false","37.973476","23.734142","By The Glass wine bar & bistrot","675","+30 21 0323 2560","$$ - $$$","2681","455","#381 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3825081-Reviews-By_The_Glass_wine_bar_bistrot-Athens_Attica.html","http://www.bytheglass.gr"
"13 Agias Lavras Leoforos Galatsiou, Athens 111 41 Greece","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,,"info@mezedopolio.gr","1560","780",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","780",,,,,"7187921","false","false","38.016712","23.739304","Epi To Laikoteron","113","+30 21 0211 1887","$$ - $$$","2681","456","#382 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7187921-Reviews-Epi_To_Laikoteron-Athens_Attica.html","http://www.mezedopolio.gr"
"26 Kidathineon Street Plaka, Athens 10558 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"12243008","false","false","37.971813","23.730762","Coco's Ice Cream & Frozen Yogurt","68","+30 21 0325 3993","$","2681","460","#44 of 160 Dessert in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12243008-Reviews-Coco_s_Ice_Cream_Frozen_Yogurt-Athens_Attica.html","https://www.facebook.com/Cocos-Ice-Cream-Frozen-Yogurt-Plaka-Acropolis-454509694704427/?ref=page_internal"
"31 Voulis, Athens Greece","Certificate of Excellence 2019","2019","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Korean","Vegetarian Friendly","Vegan Options",,,,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"1410","720",,,,,"695995","false","false","37.974888","23.732338","Dosirak","245","+30 21 0323 3330","$$ - $$$","2681","452","#378 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d695995-Reviews-Dosirak-Athens_Attica.html","http://www.facebook.com/dosirakofficial/"
"Athinaidos 3 Monastiraki, Athens 10562 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean",,,,,,,,,,,"info@pagoto-14.gr","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1440","600",,,,,"1440","600",,,,,"14882299","false","false","37.976772","23.729097","Ice cream Cafe -14","33","+30 21 3088 9072","$","2681","463","#45 of 160 Dessert in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14882299-Reviews-Ice_cream_Cafe_14-Athens_Attica.html","https://www.facebook.com/pagotominus14"
"Ag. Anargiron Str. 3, Athens 10554 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Greek","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13288438","false","false","37.978416","23.724672","En Iordani","32","+30 21 0322 4570","$","2681","464","#387 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13288438-Reviews-En_Iordani-Athens_Attica.html","http://www.facebook.com/pages/En-Iordani/677980579053491"
"7 Filellinon Xenofontos, Athens 105 57 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Korean","Soups","Seafood","Vegetarian Friendly","Vegan Options",,,,"ikurasushiathens@hotmail.com","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"11727307","false","false","37.97422","23.734024","Ikura Sushi Bar","120","+30 21 2105 6345","$$ - $$$","2681","465","#388 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11727307-Reviews-Ikura_Sushi_Bar-Athens_Attica.html","http://www.facebook.com/ikurasushiathens/"
"Voulis 35 & Apollonos 7 Syntagma Square, Athens 10557 Greece","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"info@sokolata-athens.gr","1320","660",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","540",,,,,"5773849","false","false","37.974636","23.732307","Sokolata","107","+30 21 3030 2290","$$ - $$$","2681","468","#35 of 248 Coffee & Tea in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d5773849-Reviews-Sokolata-Athens_Attica.html","http://www.sokolata-athens.gr"
"Mpenizelou Palaiologou 4C Plaka, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Vegan Options","Gluten Free Options",,,,,,,"info@monorestaurant.gr","2160","1080",,,,,,,,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"2275336","false","false","37.974705","23.729477","Mono Restaurant","768","+30 21 0322 6711","$$ - $$$","2681","467","#390 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2275336-Reviews-Mono_Restaurant-Athens_Attica.html","http://www.monorestaurant.gr"
"Omirou 15, Athens 10672 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Cafe","Mediterranean","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly","Vegan Options",,"info@piadinalumbro.gr",,,,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","510",,,,,"1380","1080",,,,,"13385532","false","false","37.979443","23.735697","Piadina Lumbro","79","+30 21 0364 6805","$","2681","470","#392 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13385532-Reviews-Piadina_Lumbro-Athens_Attica.html","http://www.piadinalumbro.gr"
"39B Charitos Kolonaki, Athens 106 75 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Greek","Seafood","Mediterranean","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@barbounaki.gr","1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"10202373","false","false","37.978622","23.744633","Barbounaki Kolonaki","246","+30 21 0724 2717","$$ - $$$","2681","469","#391 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10202373-Reviews-Barbounaki_Kolonaki-Athens_Attica.html","http://www.barbounaki.gr/"
"Archimidous 11, Athens 11635 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"vyrinis22@gmail.com","1485","780",,,,,"1455","780",,,,,"1485","780",,,,,"1485","780",,,,,"1485","780",,,,,"1485","780",,,,,"1485","780",,,,,"803984","false","false","37.96736","23.742952","Vyrinis Greek Tavern","103","+30 21 0701 2153","$$ - $$$","2681","462","#386 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d803984-Reviews-Vyrinis_Greek_Tavern-Athens_Attica.html","https://www.facebook.com/VyrinisGreekTavern/"
"Plateia Dexamenis, Athens Greece","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3581978","false","false","37.978985","23.742031","Dexameni","108","+30 21 0722 4609","$","2681","461","#385 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3581978-Reviews-Dexameni-Athens_Attica.html",
"1 Agathimerou Rouf-Gkazi, Athens 118 54 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Mediterranean","European","International","Greek","Wine Bar","Vegetarian Friendly","Vegan Options",,,,,"info@malvazia.gr",,,,,,,,,,,,,,,,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"1440","1110",,,,,"969747","false","false","37.974976","23.708609","Malvazia","106","+30 21 0341 7010","$$ - $$$","2681","466","#389 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d969747-Reviews-Malvazia-Athens_Attica.html","http://www.malvazia.gr"
"37 Adrianou Monastiraki, Athens 105 55 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1620","540",,,,,"1007962","false","false","37.975826","23.724476","Dia Tafta","671","+30 21 0321 2347","$$ - $$$","2681","476","#396 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1007962-Reviews-Dia_Tafta-Athens_Attica.html","http://www.diatauta.com/"
"Alkmanos 36 Ilisia, Athens 115 28 Greece","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,"restaurant","Greek","International","Mediterranean","Vegetarian Friendly",,,,,,,,"info@saloonrestaurant.gr","1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"896827","false","false","37.975864","23.756014","Saloon Piano Bar Restaurant","100","+30 21 0724 2208","$$ - $$$","2681","471","#393 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d896827-Reviews-Saloon_Piano_Bar_Restaurant-Athens_Attica.html","http://www.saloonrestaurant.gr/"
"Archelaou 17, Athens 116 35 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,"1260","840",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","840",,,,,"15535200","false","false","37.97141","23.74606","Maraboo ice cream","44","+30 21 0724 7037","$$$$","2681","474","#48 of 160 Dessert in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15535200-Reviews-Maraboo_ice_cream-Athens_Attica.html","http://www.facebook.com/pages/Maraboo-Ice-Cream/911492269040838"
"66 Agiou Konstadinou Ilioupoli, Athens 163 46 Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Soups","Vegetarian Friendly","Vegan Options",,,,,,,"parisstan2@hotmail.com","1440","750",,,,,,,,,,,"1440","1050",,,,,"1440","330",,,,,"1440","1050",,,,,"1440","1050",,,,,"1440","1050",,,,,"3709314","false","false","37.93905","23.74306","Chau's","58","+30 21 0973 6500","$$ - $$$","2681","473","#394 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3709314-Reviews-Chau_s-Athens_Attica.html","http://www.chausrestaurant.com"
"119 Ermou Astiggos 10, Athens 105 55 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly","Vegan Options",,,,,,,,"info@eptarestaurantbar.gr",,,,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"11748047","false","false","37.97707","23.72264","Epta 7 Restaurant Bar","63","+30 21 0321 2010","$$ - $$$","2681","475","#395 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11748047-Reviews-Epta_7_Restaurant_Bar-Athens_Attica.html","http://eptarestaurantbar.gr"
"Leoforos Andrea Syggrou 100, Athens 117 41 Greece","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Diner","Vegetarian Friendly",,,,,,,,,"annav@deliolanis-icecream.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5037189","false","false","37.963123","23.7249","Deliolanis","77","+30 21 0898 3001","$","2681","472","#47 of 160 Dessert in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d5037189-Reviews-Deliolanis-Athens_Attica.html","https://www.facebook.com/deliolanis.gr/"
"Eolou 10, Athens 105 56 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,"offwhitecafe@gmail.com","1380","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1380","540",,,,,"1380","540",,,,,"6158395","false","false","37.975452","23.727316","OFF WHITE Cafe Gallery","148","+30 21 1408 7310","$$ - $$$","2681","479","#399 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6158395-Reviews-OFF_WHITE_Cafe_Gallery-Athens_Attica.html","http://facebook.com/offwhitecafegallery"
"18 Falirou, Athens 117 42 Greece","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6851814","false","false","37.96615","23.72791","To Faliraki","56","+30 21 0924 7242","$","2681","477","#397 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6851814-Reviews-To_Faliraki-Athens_Attica.html",
"Aiolou 87, Athens Greece","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,"1020","480",,,,,"1230","480",,,,,"1020","480",,,,,"1230","480",,,,,"1230","480",,,,,"1020","480",,,,,"5063722","false","false","37.980404","23.728565","Krinos","156","+30 21 0321 6852","$","2681","480","#16 of 39 Quick Bites in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d5063722-Reviews-Krinos-Athens_Attica.html","http://www.seriouseats.com/2009/07/loukoumades-from-krinos-athens-greece-greek-donuts-doughnuts.html"
"40 Eoleon Kallisthenous, Athens 118 52 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Mediterranean","Greek","European","Vegetarian Friendly","Vegan Options",,,,,,,"xrysarestaurant@hotmail.com","1080","720",,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"8354222","false","false","37.96831","23.713226","Xrysa Xrysa Restaurant","107","+30 21 3035 6879","$$ - $$$","2681","355","#301 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8354222-Reviews-Xrysa_Xrysa_Restaurant-Athens_Attica.html","http://www.facebook.com/XrysaXrysaRestaurant"
