"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Viktualienmarkt 5, 80331 Munich, Bavaria Germany","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","German","Fast Food",,,,,,,,,,,,"mail@schlemmermeyer.de",,,,,"1110","540",,,,,"1110","540",,,,,"1110","540",,,,,"1110","540",,,,,"1110","540",,,,,"1020","480",,,"8549016","false","false","48.135952","11.576676","Schlemmermeyer","76","+49 89 295575","$","3187","428","#398 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d8549016-Reviews-Schlemmermeyer-Munich_Upper_Bavaria_Bavaria.html","http://www.schlemmermeyer.de"
"Viktualienmarkt 2, 80331 Munich, Bavaria Germany","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,,,,,"restaurant","German","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"info@rischart.de",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,"2096604","false","false","48.136204","11.576701","Rischart - Cafe am Markt","374","+49 89 2317003330","$$ - $$$","3187","431","#13 of 90 Dessert in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2096604-Reviews-Rischart_Cafe_am_Markt-Munich_Upper_Bavaria_Bavaria.html","https://www.rischart.de/filialen/cafes/"
"Thalkirchner Str. 145, 81371 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Vegetarian Friendly","Halal","Vegan Options","Gluten Free Options",,,,,,,,,"info@myra-restaurant.de","1500","540",,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","720",,,"2189534","false","false","48.11114","11.548424","Restaurant Myra","104","+49 89 26018384","$$ - $$$","3187","429","#399 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2189534-Reviews-Restaurant_Myra-Munich_Upper_Bavaria_Bavaria.html","http://www.myra-restaurant.de/"
"Dienerstr. 14-15, 80331 Munich, Bavaria Germany","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli","Contemporary","Fusion","Vegetarian Friendly",,,,,,,,,,"barundgrill@dallmayr.de",,,,,"1320","570",,,,,"1320","570",,,,,"1320","570",,,,,"1320","570",,,,,"1320","570",,,,,"1320","570",,,"14178064","false","false","48.138332","11.577244","Dallmayr Bar & Grill","75","+49 89 2135112","$$ - $$$","3187","463","#430 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14178064-Reviews-Dallmayr_Bar_Grill-Munich_Upper_Bavaria_Bavaria.html","https://www.dallmayr.com/de/delikatessenhaus/bar-grill/"
"Heimeranstr. 57, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080","1039685","false","false","48.13361","11.53582","La Fiera","54","+49 89 503234","$$ - $$$","3187","462","#429 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1039685-Reviews-La_Fiera-Munich_Upper_Bavaria_Bavaria.html","https://www.facebook.com/pages/La-Fiera/118020511587946"
"Max-Joseph-Str. 5, 80333 Munich, Bavaria Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","International","Central European","European","Soups","Vegetarian Friendly","Vegan Options",,,,,,,,"info@conti-bistro.de",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","1020",,,"2161213","false","false","48.14306","11.570308","Conti Restaurant","96","+49 89 55178546","$$ - $$$","3187","423","#393 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2161213-Reviews-Conti_Restaurant-Munich_Upper_Bavaria_Bavaria.html","https://www.conti-restaurant.de/"
"Bayerstr. 10, 80335 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","European","German","Vegetarian Friendly",,,,,,,,,,,,"1380","360",,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,"2645229","false","false","48.13906","11.557276","Fleming's","127","+49 89 44444576","$$ - $$$","3187","456","#424 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2645229-Reviews-Fleming_s-Munich_Upper_Bavaria_Bavaria.html","https://www.flemings-hotels.de/restaurant-munich"
"Richard-Strauss-Str. 13, 81677 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Vegetarian Friendly",,,,,,,,,,,,"1440","660",,,,,,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","660",,,,,"1620","1140",,,"1344131","false","false","48.14057","11.614833","Naumanns Huttnwirt","43","+49 89 41619355","$$ - $$$","3187","458","#426 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1344131-Reviews-Naumanns_Huttnwirt-Munich_Upper_Bavaria_Bavaria.html",
"Kaiserstr. 34, 80801 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"1500","600",,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,"715404","false","false","48.16103","11.581352","Kaisergarten","399","+49 89 34020203","$$ - $$$","3187","360","#11 of 90 Dessert in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d715404-Reviews-Kaisergarten-Munich_Upper_Bavaria_Bavaria.html","http://www.kaisergarten.com/"
"Theatinerstr. 12, 80333 Munich, Bavaria Germany","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,"2367815","false","false","48.140774","11.576517","Aran","73","+49 89 25546982","$$ - $$$","3187","459","#12 of 60 Quick Bites in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2367815-Reviews-Aran-Munich_Upper_Bavaria_Bavaria.html","http://www.aran.coop"
"Friedrich-Hebbel-Str. 18, 81369 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","European","Vegetarian Friendly",,,,,,,,,,,,"900","690","1410","1050",,,,,,,"900","690","1410","1050",,,"900","690","1410","1050",,,"900","690","1410","1050",,,"900","690","1410","1050",,,"900","690","1410","1050","7332833","false","false","48.11131","11.52591","Irodion","59","+49 89 7697365","$$ - $$$","3187","455","#423 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7332833-Reviews-Irodion-Munich_Upper_Bavaria_Bavaria.html","http://www.sendling-irodion.de"
"Lindwurmstr. 32, 80337 Munich, Bavaria Germany","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly",,,,,,,,,,,"1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,"807661","false","false","48.12856","11.555953","Lindwurmstueberl","293","+49 89 53886531","$$ - $$$","3187","457","#425 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d807661-Reviews-Lindwurmstueberl-Munich_Upper_Bavaria_Bavaria.html","http://lindwurmstueberl.schweizer-hof.net/index.php/lindwurmstueberl_start_de.html"
"Pettenkoferstrasse, 80336 Munich, Bavaria Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"12848965","false","false","48.133957","11.564951","Spago","57","+49 89 4489205","$$ - $$$","3187","461","#428 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d12848965-Reviews-Spago-Munich_Upper_Bavaria_Bavaria.html","http://www.spago-ristorante.de"
"Huebnerstr. 23, 80637 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","German","Gastropub","European","Pub","Vegetarian Friendly",,,,,,,,,"info@neuhauser-augustiner.com","1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,"4235802","false","false","48.15915","11.54058","Neuhauser Augustiner","139","+49 89 1202130","$$ - $$$","3187","460","#427 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4235802-Reviews-Neuhauser_Augustiner-Munich_Upper_Bavaria_Bavaria.html","http://neuhauser-augustiner.com/"
"Rumfordstr. 35, 80469 Munich, Bavaria Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","German","European","Central European","Vegetarian Friendly",,,,,,,,,,"servus@xaver-s.de","1380","690",,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,"13911095","false","false","48.134083","11.579803","Xaver's","114","+49 1577 1490313","$$ - $$$","3187","464","#431 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d13911095-Reviews-Xaver_s-Munich_Upper_Bavaria_Bavaria.html","https://xaver-s.de/"
"Steinstr. 42, 81667 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,"info@vinaiolo.de","900","720","1500","1110","900","720","1500","1110",,,"900","720","1500","1110",,,"900","720","1500","1110",,,"900","720","1500","1110",,,"900","720","1500","1110",,,"1500","1110",,,"718838","false","false","48.131172","11.596185","Vinaiolo","260","+49 89 48950356","$$$$","3187","308","#286 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d718838-Reviews-Vinaiolo-Munich_Upper_Bavaria_Bavaria.html","https://www.vinaiolo.de/"
"Landsberger Str. 19, 80339 Munich, Bavaria Germany","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,"restaurant","German","Vegetarian Friendly",,,,,,,,,,,,"buero@braeustuben.de","1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,"1872195","false","false","48.139378","11.545519","Augustiner Braustuben","2502","+49 89 507047","$$ - $$$","3187","307","#285 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1872195-Reviews-Augustiner_Braustuben-Munich_Upper_Bavaria_Bavaria.html","http://www.braeustuben.de/"
"Tal 44, 80331 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,"info@riva-tal.de",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1380","690",,,,,"1380","690",,,"718310","false","false","48.13545","11.581173","Riva Tal","301","+49 89 220240","$$ - $$$","3187","302","#280 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d718310-Reviews-Riva_Tal-Munich_Upper_Bavaria_Bavaria.html","http://www.riva-tal.de"
"Schellingstr. 30, 80799 Munich, Bavaria Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,"lostudente@web.de","1440","660",,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,"776454","false","false","48.150368","11.575677","Lo Studente","236","+49 89 27375447","$$ - $$$","3187","311","#289 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d776454-Reviews-Lo_Studente-Munich_Upper_Bavaria_Bavaria.html","http://www.lo-studente.de/"
"Hans-Sachs-Str. 8, 80469 Munich, Bavaria Germany","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"palastderwinde@hotmail.de","870","690","1410","1170","870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"1410","1050",,,"1021758","false","false","48.130066","11.570088","Palast der Winde","195","+49 89 263278","$$ - $$$","3187","305","#283 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1021758-Reviews-Palast_der_Winde-Munich_Upper_Bavaria_Bavaria.html","http://www.palastderwinde.de/"
"St.-Martin-Str. 38, 81541 Munich, Bavaria Germany","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Greek","Vegetarian Friendly",,,,,,,,,,"pelopidas19261926@hotmail.com","1380","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","1020",,,"3600290","false","false","48.117085","11.5902","Taverne Lithos","120","+49 89 694236","$$ - $$$","3187","309","#287 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3600290-Reviews-Taverne_Lithos-Munich_Upper_Bavaria_Bavaria.html","http://lithos24.de/"
"Isartalstrasse 26, 80469 Munich, Bavaria Germany","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"kontakt@roecklplatz.de",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,"1915478","false","false","48.120705","11.561536","Roecklplatz","67","+49 89 45217129","$$ - $$$","3187","306","#284 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1915478-Reviews-Roecklplatz-Munich_Upper_Bavaria_Bavaria.html","http://www.roecklplatz.de"
"Agnes-Bernauer-Str. 98, 80687 Munich, Bavaria Germany","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Vegetarian Friendly",,,,,,,,,,,,,"1530","720",,,"1530","1020",,,,,"1530","1020",,,,,"1530","1020",,,,,"1530","1020",,,,,"1530","1020",,,,,"1530","1020",,,"5607749","false","false","48.139706","11.500253","Potlatsch","75","+49 89 58978191","$","3187","304","#282 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5607749-Reviews-Potlatsch-Munich_Upper_Bavaria_Bavaria.html","http://potlatsch-muenchen.de/"
"Platzl 6 + 8, 80331 Munich, Bavaria Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,,,,,"restaurant","Italian","German","Spanish","European","Central European","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@schuhbeck.de",,,,,"1440","540",,,,,"870","720","1440","1080",,,"870","720","1440","1080",,,"870","720","1440","1080",,,"870","720","1440","1080",,,"870","720","1440","1080","718340","false","false","48.137978","11.580135","Schuhbecks Sudtiroler Stuben","506","+49 89 2166900","$$$$","3187","367","#340 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d718340-Reviews-Schuhbecks_Sudtiroler_Stuben-Munich_Upper_Bavaria_Bavaria.html","http://www.schuhbeck.de/gastronomie/suedtiroler-stuben/"
"Augustenstr. 56, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","American","Latin","International","Vegetarian Friendly","Vegan Options",,,,,,,,"customers@shadowbean.com","1080","600",,,"1200","570",,,,,"1350","570",,,,,"1350","570",,,,,"1350","570",,,,,"1380","570",,,,,"1380","570",,,"17380251","false","false","48.148563","11.562511","Shadow Bean Cafe & Bar","27","+49 89 41119855","$$ - $$$","3187","470","#436 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d17380251-Reviews-Shadow_Bean_Cafe_Bar-Munich_Upper_Bavaria_Bavaria.html","http://shadowbean.com"
"Lindwurmstr. 159 A, 80337 Munich, Bavaria Germany","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Eastern European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"info@iveria-muenchen.de","1440","780",,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","780",,,"3784388","false","false","48.125168","11.549753","Iveria","195","+49 89 22843993","$$ - $$$","3187","366","#339 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3784388-Reviews-Iveria-Munich_Upper_Bavaria_Bavaria.html","http://www.iveria-muenchen.de"
"Sonnenstr. 19, 80331 Munich, Bavaria Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,,,,,"restaurant","Central European","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"info@cafe-cord.tv","1320","840",,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1560","660",,,"1926315","false","false","48.136456","11.565924","Cafe Cord","98","+49 89 54540780","$$ - $$$","3187","472","#438 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1926315-Reviews-Cafe_Cord-Munich_Upper_Bavaria_Bavaria.html","http://www.cafe-cord.tv/"
"Margarethe-Danzi-Str. 25, 80639 Munich, Bavaria Germany","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,,"info@prima-fila.de","1440","690",,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,"2036572","false","false","48.14685","11.49729","Primafila am Schlosspark","94","+49 89 10119400","$$ - $$$","3187","370","#342 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2036572-Reviews-Primafila_am_Schlosspark-Munich_Upper_Bavaria_Bavaria.html","http://prima-fila.de/"
"Holbeinstr. 18, 81679 Munich, Bavaria Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,"info@casale-ristorante.com",,,,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"1380","1080",,,"3247846","false","false","48.142235","11.60433","Nuovo Casale Ristorante","121","+49 89 936268","$$ - $$$","3187","364","#337 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d3247846-Reviews-Nuovo_Casale_Ristorante-Munich_Upper_Bavaria_Bavaria.html","http://www.casale-ristorante.de"
