"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Lille Stranden 4, Oslo 0252 Norway","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Latin","Fast Food","Healthy","Street Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"freddy@freddyfuego.no","1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"14033328","false","false","59.908264","10.723362","Freddy Fuego Burrito Bar Tjuvholmen","95",,"$","1304","70","#67 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d14033328-Reviews-Freddy_Fuego_Burrito_Bar_Tjuvholmen-Oslo_Eastern_Norway.html","http://www.freddyfuego.no"
"Karl Johans gate 23B EGER Shopping Centre 3rd floor, Oslo 0159 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Vietnamese","French","Wine Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"post@xichlo.no",,,,,,,,,,,,,,,,,"1320","930",,,,,"1320","930",,,,,"1320","930",,,,,"1320","780",,,,,"784095","false","false","59.913067","10.741998","Xich Lo","653","+47 22 42 48 00","$$ - $$$","1304","62","#59 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d784095-Reviews-Xich_Lo-Oslo_Eastern_Norway.html","http://www.xichlo.no"
"Thorvald Meyers gate 27 Gate 27, Oslo 0555 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,,,"post@ostebutikken.com","1320","780",,,,,,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1380","1020",,,,,"1380","780",,,,,"3814903","false","false","59.926823","10.758998","Ostebutikken","185","+47 22 37 80 65","$$ - $$$","1304","61","#58 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3814903-Reviews-Ostebutikken-Oslo_Eastern_Norway.html","http://www.ostebutikken.com"
"Parkveien 6, Oslo 0350 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Fast Food","Vietnamese",,,,,,,,,,,,"Baohouseparkveien@gmail.com","1200","780",,,"1260","840",,,,,"1260","960",,,,,"1260","840",,,,,"1260","840",,,,,"1260","840",,,,,"1200","780",,,,,"15523654","false","false","59.921345","10.730116","BaoHouse","23","+47 22 64 05 55","$$ - $$$","1304","353","#316 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15523654-Reviews-BaoHouse-Oslo_Eastern_Norway.html","http://www.facebook.com/baohouse.oslo/"
"Jens Bjelkes gate 9A, Oslo 0562 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,,,,,"1020","660",,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","450",,,,,"1020","660",,,,,"14891822","false","false","59.919125","10.764029","Heimatt","24",,"$$ - $$$","1304","308","#17 of 68 Quick Bites in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d14891822-Reviews-Heimatt-Oslo_Eastern_Norway.html","https://www.facebook.com/heimattlokka/"
"Olav Vs gate 2, Oslo 0161 Norway","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7119627","false","false","59.913784","10.733144","Espresso House - Continental","150","+47 21 06 48 05","$$ - $$$","1304","305","#16 of 68 Quick Bites in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7119627-Reviews-Espresso_House_Continental-Oslo_Eastern_Norway.html","http://www.espressohouse.com/"
"St. Olavs gate 31, Oslo 0166 Norway","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly",,,,,,,,,,,,,"post@cafe-europa.no","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"2619937","false","false","59.917915","10.734969","Cafe Europa","90","+47 22 20 18 95","$$ - $$$","1304","303","#274 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2619937-Reviews-Cafe_Europa-Oslo_Eastern_Norway.html","http://www.cafe-europa.no"
"Carl Berners Plass 2, Oslo 0568 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Fast Food","Sushi","Asian","Vegetarian Friendly",,,,,,,,,,,"1320","780",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","780",,,,,"4547674","false","false","59.926453","10.776118","Mini Sushi","48","+47 22 35 22 22","$$ - $$$","1304","304","#275 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4547674-Reviews-Mini_Sushi-Oslo_Eastern_Norway.html","http://www.minisushi.no"
"Maridalsveien 17a, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Spanish","British","Norwegian",,,,,,,,,,,"post@brygghus.no","1200","720",,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"3671865","false","false","59.92265","10.7512","Grunerlokka Brygghus Mathallen","49","+47 959 99 424","$$ - $$$","1304","302","#273 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3671865-Reviews-Grunerlokka_Brygghus_Mathallen-Oslo_Eastern_Norway.html","http://mathallenoslo.no/en/butikk/paradis-gelateria"
"Dronning Eufemias gate 28, Oslo 0191 Norway","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Fusion","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"nodeesky@nodeesky.no",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"10795545","false","false","59.907772","10.759319","Nodee Sky","162","+47 23 62 40 10","$$$$","1304","309","#278 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10795545-Reviews-Nodee_Sky-Oslo_Eastern_Norway.html","http://nodee.no/sky/"
"Kanalen 1, Oslo 0252 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"booking@hanami.no","1500","840",,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1440","780",,,,,"2338254","false","false","59.90826","10.721379","Hanami","833","+47 22 83 10 90","$$$$","1304","66","#63 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2338254-Reviews-Hanami-Oslo_Eastern_Norway.html","http://hanami.no/"
"Essendrops gate 9, Oslo 0368 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"post@sushiwok.no","1260","960",,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1026791","false","false","59.929623","10.711908","NABO","139","+47 23 20 28 33","$$ - $$$","1304","307","#277 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1026791-Reviews-NABO-Oslo_Eastern_Norway.html","http://naborestaurant.no"
"Bergensgata 2, Oslo 0468 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"post@matogmer.no","1380","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1470","660",,,,,"1470","660",,,,,"833394","false","false","59.940044","10.758943","Mat & Mer","86","+47 22 23 63 19","$$ - $$$","1304","306","#276 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d833394-Reviews-Mat_Mer-Oslo_Eastern_Norway.html","http://www.matogmer.no/menyer"
"Holmenkollveien 119, Oslo 0787 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"booking@holmenkollenrestaurant.no","1200","780",,,"1350","780",,,,,"1350","780",,,,,"1350","780",,,,,"1350","780",,,,,"1350","780",,,,,"1350","780",,,,,"739779","false","false","59.960594","10.666679","Holmenkollen Restaurant","346","+47 22 13 92 00","$$$$","1304","301","#272 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d739779-Reviews-Holmenkollen_Restaurant-Oslo_Eastern_Norway.html","http://www.holmenkollenrestaurant.no/"
"Helgesens gate 14, Oslo 0553 Norway","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vietnamese","Fusion","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"reservation@monsunrestaurant.no","1320","780",,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1380","780",,,,,"1380","780",,,,,"7251069","false","false","59.924686","10.758282","Monsun Restaurant","157","+47 467 70 040","$$ - $$$","1304","417","#371 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7251069-Reviews-Monsun_Restaurant-Oslo_Eastern_Norway.html","http://www.monsunrestaurant.no"
"Groenland 14, Oslo 0188 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Norwegian",,,,,,,,,,,,,,"1650","960",,,"1650","960",,,,,"1650","960",,,,,"1650","960",,,,,"1650","960",,,,,"1650","960",,,,,"1650","960",,,,,"3804010","false","false","59.91311","10.76109","Rock In","41","+47 22 42 02 00","$$ - $$$","1304","419","#373 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3804010-Reviews-Rock_In-Oslo_Eastern_Norway.html","http://www.rockin.no/"
"Parkveien 27, Oslo 0350 Norway","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6902898","false","false","59.920494","10.727941","Espresso House","82","+47 21 06 48 08","$$ - $$$","1304","420","#23 of 68 Quick Bites in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d6902898-Reviews-Espresso_House-Oslo_Eastern_Norway.html","http://www.espressohouse.com/hitta-oss/norge/oslo/parkveien/"
"Torggata 34, Oslo 0183 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Middle Eastern","Mediterranean","Grill","Vegetarian Friendly","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7720861","false","false","59.917263","10.753563","Mediterranean Grill","32","+47 913 19 155","$","1304","361","#323 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7720861-Reviews-Mediterranean_Grill-Oslo_Eastern_Norway.html",
"Thorvald Meyers gate 14, Oslo 0555 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Seafood","Vegetarian Friendly",,,,,,,,,,,"1320","960",,,,,,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1552015","false","false","59.92889","10.759444","Jonoe Ringnes Park","110","+47 22 71 73 00","$$ - $$$","1304","414","#368 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1552015-Reviews-Jonoe_Ringnes_Park-Oslo_Eastern_Norway.html","http://www.jonoe.no/"
"Kirkeveien 98, Oslo 0361 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Norwegian","Italian","Pizza","Fast Food","European","Vegetarian Friendly",,,,,,,,,"gabriel@graziemille.no","1230","720",,,,,,,,,"1200","900",,,,,"1230","900",,,,,"1230","900",,,,,"1230","840",,,,,"1230","720",,,,,"15514367","false","false","59.932625","10.724338","Grazie Mille","29","+47 941 63 281","$$ - $$$","1304","369","#330 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15514367-Reviews-Grazie_Mille-Oslo_Eastern_Norway.html","http://fnd.uz/st%C3%B8ttgraziemille"
"Sandstuveien 52, Oslo 1184 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,"1260","780",,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","780",,,,,"2661204","false","false","59.88699","10.803271","Nori sushii bar Da","25","+47 22 28 71 98","$$ - $$$","1304","415","#369 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2661204-Reviews-Nori_sushii_bar_Da-Oslo_Eastern_Norway.html","http://www.norisushibar.no"
"Tollbugata 17, Oslo 0152 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Thai","Japanese","Asian","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"8024774","false","false","59.910503","10.744177","Sushi Bowl","53","+47 21 44 54 68","$$ - $$$","1304","310","#279 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8024774-Reviews-Sushi_Bowl-Oslo_Eastern_Norway.html","http://www.sushibowl.no"
"Oevre Vollgate 13, Oslo 0158 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"feedback@yayas.no","1260","960",,,,,,,,,,,,,,,"1260","960",,,,,"1260","960",,,,,"1320","960",,,,,"1320","960",,,,,"5565126","false","false","59.91181","10.737517","Yaya's Sentrum","178","+47 22 83 71 10","$$ - $$$","1304","370","#331 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d5565126-Reviews-Yaya_s_Sentrum-Oslo_Eastern_Norway.html","http://yayas.no/"
"Fridtjof Nansens Plass 9, Oslo 0160 Norway","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Fast Food","Sushi","Asian","Vegetarian Friendly",,,,,,,,,,"info@sushiasia.no",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1140","780",,,,,"4723439","false","false","59.91228","10.734963","Sushi Asia","63","+47 22 42 33 33","$$ - $$$","1304","418","#372 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4723439-Reviews-Sushi_Asia-Oslo_Eastern_Norway.html","http://www.sushiasia.no"
"Kirkeveien 51, Oslo 0368 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"1320","840",,,"1320","840",,,,,"1320","840",,,,,"1320","840",,,,,"1320","840",,,,,"1320","840",,,,,"1320","840",,,,,"779072","false","false","59.927685","10.713806","Curry & Ketchup Restaurant","261","+47 22 69 05 22","$","1304","368","#329 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d779072-Reviews-Curry_Ketchup_Restaurant-Oslo_Eastern_Norway.html","http://www.curryandketchup.no/"
"Stortingsgata 22, Oslo 0161 Norway","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Chinese","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"dinner@dinner.no","1320","930",,,"1320","930",,,,,"1320","930",,,,,"1320","930",,,,,"1350","930",,,,,"1350","930",,,,,"1350","930",,,,,"778704","false","false","59.913822","10.73468","Dinner Bar & Restaurant","1814","+47 23 10 04 66","$$$$","1304","75","#71 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d778704-Reviews-Dinner_Bar_Restaurant-Oslo_Eastern_Norway.html","http://www.dinner.no/"
"Groenlandsleiret 32, Oslo 0190 Norway","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Cafe","Norwegian","Vegetarian Friendly",,,,,,,,,,,,,"1020","540",,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1020","540",,,,,"2102429","false","false","59.911633","10.766953","Kaffebrenneriet","176","+47 952 62 684","$$ - $$$","1304","71","#3 of 68 Quick Bites in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d2102429-Reviews-Kaffebrenneriet-Oslo_Eastern_Norway.html","http://www.kaffebrenneriet.no/"
"Ullevaalsveien 47, Oslo 0171 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"1080","540",,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","480",,,,,"3385117","false","false","59.92439","10.739653","Java Espressobar & Kaffeforretning","33","+47 22 46 08 00","$$ - $$$","1304","364","#20 of 71 Coffee & Tea in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385117-Reviews-Java_Espressobar_Kaffeforretning-Oslo_Eastern_Norway.html","http://javaoslo.no"
"Frognerstranda 4, Oslo 0250 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","European","Italian","Seafood","Spanish","Scandinavian",,,,,,,,,"post@kongenmarina.no","960","660",,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"10102302","false","false","59.91028","10.705279","Kongen Marina","31","+47 22 55 40 55","$$ - $$$","1304","412","#366 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10102302-Reviews-Kongen_Marina-Oslo_Eastern_Norway.html","http://www.kongenmarina.no/"
"Kristian Iv's gate 8, Oslo 0164 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Scandinavian","European","Vegetarian Friendly",,,,,,,,,,,,"post@kafelove.no",,,,,"900","480",,,,,"30","0","1470","480",,,"1470","480",,,,,"1620","480",,,,,"1470","480",,,,,"1440","720",,,,,"4546310","false","false","59.915283","10.738402","Kafe Love","63","+47 22 47 39 70","$$ - $$$","1304","416","#370 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4546310-Reviews-Kafe_Love-Oslo_Eastern_Norway.html","http://www.kafelove.no"
"Thorvald Meyers gate 26, Oslo 0555 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"info@riwaj.no","1320","780",,,"1320","840",,,,,"1320","840",,,,,"1320","840",,,,,"1320","840",,,,,"1380","840",,,,,"1380","840",,,,,"3244356","false","false","59.927525","10.759321","Riwaj of India","182","+47 21 90 00 95","$$ - $$$","1304","362","#324 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3244356-Reviews-Riwaj_of_India-Oslo_Eastern_Norway.html","http://www.riwaj.no"
"Karl Johans gate 1, Oslo 0154 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Italian","Pizza","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"peppes@peppes.no","1380","780",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,,,"777535","false","false","59.91145","10.749526","Peppes Pizza","494","+47 22 22 55 55","$$ - $$$","1304","366","#327 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d777535-Reviews-Peppes_Pizza-Oslo_Eastern_Norway.html","http://www.peppes.no/pp13/wicket/bookmarkable/no.peppes.pepp2013.restauranter.PeppesRestaurantDetaljerPage?23&avdeling=27"
"Drammensveien 160 Oslo Motorbåtforening, Oslo 0277 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","European","Scandinavian",,,,,,,,,,,,"Post@ommatrestaurant.no","1200","780",,,,,,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"12663025","false","false","59.92003","10.673756","Om Mat","15","+47 958 52 598","$$ - $$$","1304","411","#365 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12663025-Reviews-Om_Mat-Oslo_Eastern_Norway.html","http://ommatrestaurant.no/"
