"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"54 Upplandsgatan, Stockholm 113 28 Sweden","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"1080","660",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1080","660",,,,,"3515970","false","false","59.34345","18.04785","Blabar Cafe","61","+46 8 32 54 75","$","3012","435","#42 of 152 Quick Bites in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3515970-Reviews-Blabar_Cafe-Stockholm.html",
"Berzelii Park, Stockholm 103 27 Sweden","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,,"daniel.ogalde@berns.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"697808","false","false","59.33265","18.073963","Berns Bistro & Bar","308","+46 8 566 325 10","$$ - $$$","3012","438","#383 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d697808-Reviews-Berns_Bistro_Bar-Stockholm.html","http://www.berns.se/restaurang/berns-bistro-bar/#46"
"312 Soederhallarna, Stockholm 118 72 Sweden","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Seafood","European","Swedish","Scandinavian","Gluten Free Options",,,,,,,,,,"1050","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1447344","false","false","59.31452","18.070549","Melanders Fisk Soderhallarna","147","+46 8 644 40 40","$$ - $$$","3012","434","#380 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1447344-Reviews-Melanders_Fisk_Soderhallarna-Stockholm.html","http://www.melanders.se/"
"Veit Wittrocks vag 2 Bergianska Tradgarden, Stockholm 114 18 Sweden","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Swedish","Scandinavian","Contemporary","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3983341","false","false","59.369762","18.045933","Gamla Orangeriet Restaurang & Cafe","74","+46 8 612 09 59","$$ - $$$","3012","445","#45 of 152 Quick Bites in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3983341-Reviews-Gamla_Orangeriet_Restaurang_Cafe-Stockholm.html","http://www.gamlaorangeriet.se/"
"Sibyllegatan 47, Stockholm 11242 Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly",,,,,,,,"info@menomale.se","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"15081418","false","false","59.333385","18.085907","Meno Male Ostermalm","47","+46 8 14 14 10","$$ - $$$","3012","439","#384 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15081418-Reviews-Meno_Male_Ostermalm-Stockholm.html","http://www.menomale.se/"
"Odengatan 45, Stockholm 113 51 Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@bcburgers.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12690604","false","false","59.313","18.08251","BC Burgers","68","+46 8 673 23 43","$$ - $$$","3012","447","#391 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12690604-Reviews-BC_Burgers-Stockholm.html","http://bcburgers.se/"
"Olofsgatan-7, Stockholm 11136 Sweden","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,"kolkox@hotmail.com",,,,,,,,,,,,,"810","690",,,,,"810","690","1290","1020",,,"810","690","1290","1020",,,"810","690","1290","990",,,"1290","990",,,,,"940490","false","false","59.336494","18.061605","Ristorante Kol & Kox","109","+46 8 24 58 60","$$$$","3012","443","#388 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d940490-Reviews-Ristorante_Kol_Kox-Stockholm.html","http://kolkox.se"
"Hantverkargatan 14, Stockholm Sweden","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,"info@menomale.se","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","720",,,,,"12519439","false","false","59.328796","18.045206","Meno Male Kungsholmen","103","+46 8 14 14 10","$$ - $$$","3012","444","#44 of 152 Quick Bites in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12519439-Reviews-Meno_Male_Kungsholmen-Stockholm.html","http://www.menomale.se"
"Ostgotagatan 73A, Stockholm 116 64 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Russian","Cafe","Eastern European","Vegetarian Friendly",,,,,,,,,,,"960","660",,,,,,,,,,,"1200","660",,,,,"1200","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"13223449","false","false","59.30986","18.078886","Cafe Eurobar goes Russian","26","+46 8 642 59 80","$$ - $$$","3012","440","#385 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13223449-Reviews-Cafe_Eurobar_goes_Russian-Stockholm.html","http://www.facebook.com/cafeeurobargoesrussian/"
"Norrlandsgatan 13, Stockholm 111 43 Sweden","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Healthy","Swedish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@holygreens.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11883176","false","false","59.33439","18.070833","Holy Greens","51","+46 8 39 30 50","$$ - $$$","3012","442","#43 of 152 Quick Bites in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d11883176-Reviews-Holy_Greens-Stockholm.html","http://mood.holygreens.se/"
"85 Hornsgatan T-Bana Zinkensdamm, Stockholm 117 26 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@thongwiset.se",,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","960",,,,,"6787631","false","false","59.316692","18.049131","Thongwiset","37","+46 8 669 18 00","$$ - $$$","3012","441","#386 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6787631-Reviews-Thongwiset-Stockholm.html","http://thongwiset.se/"
"Birger Jarlsgatan 29 Beäget brevid Vassa Eggen, Stockholm 111 44 Sweden","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Grill","Vegetarian Friendly","Vegan Options",,,,,,,,"info@restaurangtako.se",,,,,,,,,,,,,"840","690","1380","1080",,,"840","690","1440","1020",,,"840","690","1440","990",,,"840","690","1440","960",,,"1440","300",,,,,"12980561","false","false","59.337566","18.069468","TAKO","118","+46 8 501 391 00","$$$$","3012","448","#392 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12980561-Reviews-TAKO-Stockholm.html","http://www.restaurangtako.se"
"45 Doebelnsgatan, Stockholm 113 52 Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","International","European","Swedish","Vegetarian Friendly","Vegan Options",,,,,,,,,"info@restaurangart.se",,,,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"11906451","false","false","59.34155","18.060934","Restaurang Art","63","+46 8 559 996 46","$$ - $$$","3012","446","#390 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d11906451-Reviews-Restaurang_Art-Stockholm.html","http://restaurangart.se/"
"14 Humlegaardsgatan, Stockholm 114 46 Sweden","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","European","Contemporary","Swedish","Scandinavian","Caucasian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@hillenberg.se",,,,,,,"1440","675",,,,,"1440","675",,,,,"1500","675",,,,,"1500","675",,,,,"1500","675",,,,,"1500","960",,,,,"8845186","false","false","59.336678","18.075832","Hillenberg","268","+46 8 519 421 53","$$$$","3012","357","#311 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8845186-Reviews-Hillenberg-Stockholm.html","http://www.hillenberg.se"
"Katarina Bangata 42, Stockholm 10315 Sweden","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"1320","780",,,,,"1320","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","780",,,,,"1011643","false","false","59.311398","18.080599","A La Crepe","88","+46 8 642 12 73","$$ - $$$","3012","352","#307 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1011643-Reviews-A_La_Crepe-Stockholm.html","https://www.crepes.nu/"
"1 Sehlstedtsgatan, Stockholm 115 28 Sweden","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Bar","Swedish","European","Scandinavian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@funkalistic.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2142426","false","false","59.342148","18.110727","Funkalistic Bistro & Bar","118","+46 8 122 037 77","$$ - $$$","3012","353","#308 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d2142426-Reviews-Funkalistic_Bistro_Bar-Stockholm.html","http://www.funkalistic.se/"
"66 Hornsgatan, Stockholm 118 21 Sweden","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8633540","false","false","59.31852","18.059563","Barobao","103","+46 8 643 77 76","$$ - $$$","3012","351","#306 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8633540-Reviews-Barobao-Stockholm.html","http://www.barobao.com"
"Skraddargrand 2, Stockholm 111 27 Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Swedish","Scandinavian","European",,,,,,,,,,,"tapkir@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14059301","false","false","59.324245","18.069584","Restaurant  C&C","37","+46 8 20 00 24","$$ - $$$","3012","350","#305 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14059301-Reviews-Restaurant_C_C-Stockholm.html","http://www.restaurant-cc.com"
"17 Stora Nygatan, Stockholm 111 27 Sweden","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10382000","false","false","59.324715","18.068457","Stikkinikki Gelato","54","+46 73 919 02 27","$","3012","354","#17 of 67 Dessert in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10382000-Reviews-Stikkinikki_Gelato-Stockholm.html","http://stikkinikki.com"
"Wallingatan 38, Stockholm 111 24 Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish","Scandinavian","Caucasian","Bar","Pub",,,,,,,,"info@wazarestaurang.se",,,,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"1500","660",,,,,"1500","900",,,,,"15128867","false","false","59.33621","18.052755","Waza Restaurang & Bryggeri","55","+46 8 23 00 30","$$ - $$$","3012","358","#312 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15128867-Reviews-Waza_Restaurang_Bryggeri-Stockholm.html","http://wazarestaurang.se/"
"5 Stora Nygatan, Stockholm 111 27 Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Latin","American","Southwestern","Bar","Vegetarian Friendly","Vegan Options",,,,,,,"reservations@geronimosfgt.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8298909","false","false","59.325207","18.067663","Geronimo's Fgt","89",,"$$ - $$$","3012","356","#310 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8298909-Reviews-Geronimo_s_Fgt-Stockholm.html","https://www.facebook.com/geronimosfgt/info?tab=page_info"
"56 Grev Turegatan, Stockholm 114 38 Sweden","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","European","Mediterranean","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"ciao@montanari.se","1350","1020",,,,,"900","690","1440","1020",,,"900","690","1440","1020",,,"900","690","1440","1020",,,"900","690","1440","1020",,,"900","690","1440","1020",,,"1440","1020",,,,,"7294243","false","false","59.33972","18.07891","Trattoria Montanari","208","+46 8 660 76 94","$$ - $$$","3012","355","#309 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7294243-Reviews-Trattoria_Montanari-Stockholm.html","http://www.montanari.se/"
"Hotorget 1, Stockholm 111 57 Sweden","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4011057","false","false","59.334427","18.062546","Tokyo Diner","92","+46 8 23 13 03","$$ - $$$","3012","359","#313 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4011057-Reviews-Tokyo_Diner-Stockholm.html","http://www.tokyodiner.se"
"Tullhus 2, Skeppsbrokajen, Stockholm 11 1 30 Sweden","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","European","Vegetarian Friendly","Vegan Options",,,,,,,,,"info@missbehavebar.se","1200","690",,,,,,,,,,,,,,,,,,,,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"10276145","false","false","59.323326","18.075718","Miss Behave Bar","161","+46 8 820 64 01","$$ - $$$","3012","363","#316 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10276145-Reviews-Miss_Behave_Bar-Stockholm.html","http://www.missbehavebar.se/#miss-behave-1"
"78 Sveavaegen Subway Rådmansgatan, Stockholm 113 59 Sweden","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"1080","660",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1080","660",,,,,"9789329","false","false","59.3402","18.059237","Reload Superfood Bar","63","+46 8 410 100 22","$$ - $$$","3012","368","#321 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d9789329-Reviews-Reload_Superfood_Bar-Stockholm.html","http://www.reloadsuperfood.se/"
"1 Hollaendargatan Near Hötorget, Stockholm 111 36 Sweden","Certificate of Excellence 2019","2019","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,,,"restaurant","Irish","Bar","European","Pub","International",,,,,,,,,"effemm83@gmail.com","1320","780",,,,,"1500","900",,,,,"1500","900",,,,,"1500","900",,,,,"1500","900",,,,,"1620","840",,,,,"1620","720",,,,,"1407386","false","false","59.335354","18.061617","The Auld Dub","275","+46 8 679 77 07","$$ - $$$","3012","365","#318 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1407386-Reviews-The_Auld_Dub-Stockholm.html","http://www.theaulddub.se"
"Regeringsgatan 66, Stockholm 111 39 Sweden","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Asian","Vegan Options","Vegetarian Friendly",,,,,,,,,,,"info@asianpostoffice.se",,,,,,,"840","690","1440","990",,,"840","690","1440","990",,,"840","690","1440","990",,,"840","690","1440","990",,,"1440","690",,,,,"1440","990",,,,,"13820209","false","false","59.33623","18.067795","Asian Post Office","132","+46 8 20 60 10","$$ - $$$","3012","369","#322 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13820209-Reviews-Asian_Post_Office-Stockholm.html","http://www.asianpostoffice.se"
"Gustav Adolfs Torg 16, Stockholm 11452 Sweden","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Swedish","Wine Bar","European",,,,,,,,,,,,,,,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","960",,,,,"1440","900",,,,,"1440","720",,,,,"6957708","false","false","59.329655","18.06935","Stockholm Wine Bar","112","+46 8 684 182 00","$$ - $$$","3012","361","#315 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6957708-Reviews-Stockholm_Wine_Bar-Stockholm.html","http://stockholmwinebar.se"
"26 Kungsholmsgatan, Stockholm 112 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Swedish","Scandinavian","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"1140","720",,,,,,,,,,,"1290","900",,,,,"1290","900",,,,,"1290","900",,,,,"1290","900",,,,,"1290","900",,,,,"5952829","false","false","59.331657","18.043877","Uffe&Lottas","45","+46 8 33 08 20","$$ - $$$","3012","367","#320 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5952829-Reviews-Uffe_Lottas-Stockholm.html","http://www.uffeolottas.se"
"78 Goetgatan, Stockholm 118 30 Sweden","Certificate of Excellence 2019","2019","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,"restaurant","European","Swedish","Scandinavian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"info@restauranghimlen.se",,,,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1620","1020",,,,,"1620","1020",,,,,"1820850","false","false","59.31199","18.073717","Himlen","439","+46 8 660 60 68","$$$$","3012","366","#319 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1820850-Reviews-Himlen-Stockholm.html","http://www.restauranghimlen.se"
"Kornhamnstorg 2, Stockholm 111 27 Sweden","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Diner","Taiwanese","Beijing cuisine","Chinese","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"stockholmformosa@gmail.com","1320","720",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","720",,,,,"1408674","false","false","59.322807","18.070787","Formosa","120","+46 8 10 33 64","$$ - $$$","3012","364","#317 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1408674-Reviews-Formosa-Stockholm.html","https://stockholmformosa.se"
"Osterlanggatan 5 Gamla Stan, Stockholm Sweden","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Swedish","Scandinavian","Cafe",,,,,,,,,,,"hello@tradkojanstockholm.se","1140","660",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","660",,,,,"15130889","false","false","59.325768","18.07382","Tradkojan Cafe","47","+46 70 787 30 48","$$ - $$$","3012","362","#33 of 152 Quick Bites in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15130889-Reviews-Tradkojan_Cafe-Stockholm.html","http://www.tradkojanstockholm.se"
