"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"5 rue des Marronniers, 69002 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","French","European",,,,,,,,,,,,,,,"870","600","1350","1140",,,"870","600","1350","1140",,,"870","600","1350","1140",,,"870","600","1350","1140",,,"870","600","1350","1140",,,"870","600","1350","1140",,,"785269","false","false","45.75727","4.834825","La mere Jean","984","+33 4 78 37 81 27","$$ - $$$","2669","155","#150 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d785269-Reviews-La_mere_Jean-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/La-Mere-Jean-112927132103037/"
"56 rue Moliere, 69006 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1329783","false","false","45.763832","4.842921","Carpe Diem","58","+33 4 72 75 91 54","$$ - $$$","2669","429","#405 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1329783-Reviews-Carpe_Diem-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"8 rue Chavanne 69001, 69001 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,"960","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3136329","false","false","45.76522","4.832275","Le Moma","339","+33 4 26 65 86 01","$$ - $$$","2669","428","#404 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3136329-Reviews-Le_Moma-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://lemoma.com/"
"85 rue Massena, 69006 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","African","Ethiopian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1330943","false","false","45.766518","4.854791","Mattsam Restaurant Messob","140","+33 4 78 24 25 75","$$ - $$$","2669","423","#400 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1330943-Reviews-Mattsam_Restaurant_Messob-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://restaurant-ethiopien.fr"
"14 rue de Bonald, 69007 Lyon France","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,"1500","720",,,,,,,,,,,,,,,,,"1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"1500","960",,,,,"4697363","false","false","45.753204","4.839996","Livestation DIY","153","+33 4 26 01 87 39","$","2669","434","#410 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d4697363-Reviews-Livestation_DIY-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://livestationdiy.com"
"7 rue de la Martiniere, 69001 Lyon France","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7234081","false","false","45.768215","4.829114","Soda Bar","89","+33 4 78 39 06 66","$$ - $$$","2669","458","#431 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7234081-Reviews-Soda_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.soda-bar.fr"
"13 rue d Austerlitz, 69004 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,,,,,,,"2643544","false","false","45.775528","4.834603","Le Bistrot Des Voraces","186","+33 4 72 07 71 86","$$ - $$$","2669","153","#148 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2643544-Reviews-Le_Bistrot_Des_Voraces-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.bistrotdesvoraces.fr"
"10 Place Fernand Rey, 69001 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,,,,,,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"1519856","false","false","45.769203","4.829472","Restaurant Albert","238","+33 4 78 27 95 56","$$ - $$$","2669","157","#152 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1519856-Reviews-Restaurant_Albert-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/pages/Chez-Albert/385759981477388"
"12 rue du Garet, 69001 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8430033","false","false","45.766636","4.836763","Suzette & Co","154","+33 4 78 29 27 09","$","2669","451","#424 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8430033-Reviews-Suzette_Co-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.suzetteandco.fr"
"1 Place du Change, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Healthy",,,,,,,,"lauthentikrestaurantlyon@gmail.com","1230","660",,,,,"1230","660",,,,,"1230","660",,,,,"1230","660",,,,,"1230","660",,,,,"750","660","1230","840",,,"1230","660",,,,,"21177672","false","false","45.764557","4.828475","L'Authentik Restaurant","78","+33 9 81 46 00 58","$$$$","2669","457","#430 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d21177672-Reviews-L_Authentik_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lauthentik-lyon.fr"
"8 rue Juiverie, 69005 Lyon France","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","French","Grill","Vegetarian Friendly",,,,,,,"resto.bbt@gmail.com",,,,,,,,,,,,,"1380","1140",,,,,"1380","1140",,,,,"1380","1140",,,,,"840","715","1440","1140",,,"840","715","1440","1140",,,"7171627","false","false","45.765514","4.827226","Le Bon, Le Boeuf Et le Truand","145","+33 4 78 28 96 71","$$ - $$$","2669","432","#408 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7171627-Reviews-Le_Bon_Le_Boeuf_Et_le_Truand-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://bonboeuftruand.com/"
"15 Grande rue de Vaise, 69009 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly","Vegan Options",,,,,,,,"960","660",,,,,,,,,,,"900","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1140","480",,,,,"13966308","false","false","45.774647","4.806714","Aussie Frenchi","37","+33 9 81 39 35 35","$","2669","437","#412 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13966308-Reviews-Aussie_Frenchi-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Aussie-Frenchi-519100941783174/"
"34 cours Franklin Roosevelt, 69006 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,"le.theodore@orange.fr",,,,,,,"870","720","1230","1110",,,"870","720","1230","1110",,,"870","720","1230","1110",,,"870","720","1230","1110",,,"870","720","1230","1110",,,"870","720","1230","1110",,,"1986823","false","false","45.76888","4.846846","Le Theodore","433","+33 4 78 24 08 52","$$$$","2669","433","#409 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1986823-Reviews-Le_Theodore-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.letheodore.fr/"
"1 Place Jules Ferry, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"contact@brasseriedesbrotteaux.com","1440","630",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","630",,,,,"695215","false","false","45.767998","4.858923","Brasserie des Brotteaux","479","+33 4 72 74 03 98","$$ - $$$","2669","452","#425 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d695215-Reviews-Brasserie_des_Brotteaux-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.brasseriedesbrotteaux.com/"
"64 Grande rue de la Croix Rousse, 69004 Lyon France","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","French",,,,,,,,,"contact@casserolesetvieillesgamelles.com",,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"2295247","false","false","45.77962","4.832513","Casseroles et Vieilles Gamelles","173","+33 4 78 29 62 71","$$ - $$$","2669","438","#413 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2295247-Reviews-Casseroles_et_Vieilles_Gamelles-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.casserolesetvieillesgamelles.com/?page=notre-carte"
"102 cours Lafayette Halles Paul Bocuse, 69003 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","French","European",,,,,,,,"baba.grenouille@gmail.com","810","480",,,,,,,,,,,"810","510",,,,,"810","510",,,,,"810","510",,,,,"1140","510",,,,,"1140","510",,,,,"5796826","false","false","45.762283","4.850749","Baba La Grenouille","139","+33 4 78 60 30 94","$$ - $$$","2669","436","#12 of 56 Quick Bites in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d5796826-Reviews-Baba_La_Grenouille-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://baba-la-grenouille.fr/"
"102 cours la Fayette, 69003 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French","Steakhouse","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1036634","false","false","45.76292","4.8506","Les garcons bouchers aux halles","317","+33 4 72 40 08 59","$$ - $$$","2669","439","#414 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1036634-Reviews-Les_garcons_bouchers_aux_halles-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lesgarconsbouchers.net"
"4 rue Pizay Près de la place des terreaux, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Latin","Argentinean","South American",,,,,,,"lyon@empanadasclub.com","1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"19896976","false","false","45.76673","4.83463","Empanadas Club","32","+33 4 83 43 27 23","$","2669","440","#415 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19896976-Reviews-Empanadas_Club-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.empanadasclub.com"
"22 quai Perrache, 69002 Lyon France","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly","Vegan Options",,,,,,,"otiramisulyon@yahoo.com","1350","1140",,,,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1410","1140",,,"1410","1140",,,,,"12495809","false","false","45.74403","4.82626","O Tiramisu","129","+33 9 81 19 48 74","$$ - $$$","2669","431","#407 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12495809-Reviews-O_Tiramisu-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/otiramisulyon/"
"102 cours la Fayette 102 Cours Lafayette, 69003 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"lyon@mons-fromagerie.fr","840","480",,,,,,,,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"1170","480",,,,,"2238450","false","false","45.763172","4.850585","Fromagerie Mons E Boissy Les Halles de Lyon Paul Bocuse","86","+33 4 78 62 36 77","$$ - $$$","2669","460","#433 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2238450-Reviews-Fromagerie_Mons_E_Boissy_Les_Halles_de_Lyon_Paul_Bocuse-Lyon_Rhone_Auvergne_Rhone.html","http://www.mons-fromages.com/fr/points-de-vente"
"11 Place Antonin Poncet, 69002 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French","Mediterranean","European","Healthy","Vegetarian Friendly",,,,,"info@nordsudbrasseries.com","870","720","1290","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1380","1140",,,"870","720","1380","1140",,,"970189","false","false","45.75625","4.835634","Brasserie Le Sud","2435","+33 4 72 77 80 00","$$ - $$$","2669","453","#426 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d970189-Reviews-Brasserie_Le_Sud-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.nordsudbrasseries.com"
"48 rue Saint Georges, 69005 Lyon France","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Irish","Pub","Bar","European",,,,,,"contact@johnnyskitchen.fr","1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1500","720",,,,,"1620","720",,,,,"1620","720",,,,,"1549529","false","false","45.757507","4.825161","Johnny's Kitchen","167","+33 4 78 37 94 13","$","2669","456","#429 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1549529-Reviews-Johnny_s_Kitchen-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.johnnyskitchen.fr"
"105 rue de la Part Dieu, 69003 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","French","European","Wine Bar",,,,,,,"contact@lassietteautourduvin.com",,,,,,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,"840","720","1320","1080",,,,,,,,,"13343376","false","false","45.75987","4.851681","L'Assiette autour du Vin","61","+33 4 26 63 61 36","$$ - $$$","2669","435","#411 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13343376-Reviews-L_Assiette_autour_du_Vin-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lassietteautourduvin.com/"
"245 rue Marcel Merieux, 69007 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Seafood","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3844700","false","false","45.729473","4.830225","L'huitrier","68","+33 4 78 58 71 61","$$ - $$$","2669","459","#432 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3844700-Reviews-L_huitrier-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lhuitrier-69.com"
"19 rue Rene Leynaud, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly","Vegan Options",,,,,,,"traboulekitchen@gmail.com",,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"12347064","false","false","45.770077","4.833129","Traboule kitchen","47","+33 4 78 31 57 29","$","2669","455","#428 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12347064-Reviews-Traboule_kitchen-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.traboulekitchen.fr/"
"10 rue Mourguet, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegan Options",,,,,,,"1260","720",,,,,"870","720","1260","1080",,,,,,,,,"870","720","1260","1080",,,"870","720","1260","1080",,,"870","720","1260","1080",,,"1260","720",,,,,"16649124","false","false","45.75975","4.825796","Pasta & Basta","82","+33 4 78 85 08 96","$$ - $$$","2669","163","#157 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d16649124-Reviews-Pasta_Basta-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/PastaBastaLyon/"
"134 Rue Duguesclin, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Contemporary",,,,,,,,"contact@agastache-restaurant-lyon.fr",,,,,,,"795","720","1260","1170",,,"795","720","1260","1170",,,"795","720","1260","1170",,,"795","720","1260","1170",,,"795","720","1260","1170",,,,,,,,,"20287839","false","false","45.766384","4.847662","Agastache Restaurant","56","+33 4 78 52 30 31","$$ - $$$","2669","162","#156 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d20287839-Reviews-Agastache_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.agastache-restaurant-lyon.fr"
"6 Place Fernand Rey, 69001 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,"900","690",,,,,,,,,,,"840","720","1320","1200",,,"840","720","1320","1200",,,"840","720","1320","1200",,,"840","720","1320","1200",,,"840","720","1320","1200",,,"2217165","false","false","45.769108","4.829526","Le Saint-Vincent","141","+33 4 72 07 70 43","$$ - $$$","2669","169","#163 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2217165-Reviews-Le_Saint_Vincent-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.restaurantsaintvincentlyon.com"
"61-67 Place Voltaire, 69003 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13351063","false","false","45.756844","4.848864","Indian Cantine","74","+33 4 81 11 86 31","$","2669","166","#160 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13351063-Reviews-Indian_Cantine-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Indian-Cantine-Lyon-1888080611509675/"
"2 rue Vaubecour Métro Ampère or Bellecour, 69002 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe","Wine Bar","European","Vegetarian Friendly",,,,,,,,,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540","1320","1080",,,"900","540","1320","1080",,,"900","540","1320","1080",,,"14058986","false","false","45.7556","4.8273","Cafe Arsene","41","+33 4 78 05 41 68","$$ - $$$","2669","454","#427 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d14058986-Reviews-Cafe_Arsene-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/cafearsene/"
