"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rua de Cima do Muro, 42, Porto 4050-199 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,"ribeiras.restaurante@gmail.com","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"7950090","false","false","41.14058","-8.612117","Ribeira's Restaurante","457","+351 22 328 4427","$$ - $$$","1993","321","#291 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7950090-Reviews-Ribeira_s_Restaurante-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/ribeiras.restaurante"
"Rua do Freixo 1732 Near Central Train Station - Campanhã, Porto 4300-215 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Mediterranean","African","Portuguese","Soups","Healthy","Hokkaido cuisine","Vegetarian Friendly","Vegan Options","Gluten Free Options",,"carlosmcfortunato@gmail.com",,,,,,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"1081959","false","false","41.14732","-8.58762","Restaurante Campo Alegre/Compadre","153","+351 914 704 568","$$ - $$$","1993","327","#297 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1081959-Reviews-Restaurante_Campo_Alegre_Compadre-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/restaurantecampoalegrecompadre/?ref=settings"
"Cais da Ribeira 9, Porto 4050-509 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,,,"geral@fishfish.pt","1440","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"2306162","false","false","41.140774","-8.610427","Fish Fish","1166","+351 917 625 408","$$ - $$$","1993","322","#292 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2306162-Reviews-Fish_Fish-Porto_Porto_District_Northern_Portugal.html","http://www.fishfish.pt"
"Rua de Cedofeita 263, Porto 4050-175 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","International","Asian","Taiwanese","Vegetarian Friendly","Vegan Options",,,,,"info@baos.pt","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,,,"12449217","false","false","41.151608","-8.617651","Bao's - Taiwanese Burger","217","+351 22 243 7951","$$ - $$$","1993","325","#295 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12449217-Reviews-Bao_s_Taiwanese_Burger-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/Baos.pt"
"Rua do Paraiso, largo de Lapa, Porto Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4603457","false","false","41.157272","-8.610114","ristorante Casa Paraiso  2 Porto","175","+351 22 400 7168","$","1993","326","#296 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4603457-Reviews-Ristorante_Casa_Paraiso_2_Porto-Porto_Porto_District_Northern_Portugal.html",
"Praca Dos Poveiros Nº 122, Porto 4000-393 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"trigodecantos@trigodecantos.pt","1320","840",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"12581180","false","false","41.146057","-8.603567","Trigo de Cantos","170","+351 968 730 519","$$ - $$$","1993","328","#298 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12581180-Reviews-Trigo_de_Cantos-Porto_Porto_District_Northern_Portugal.html","http://restaurante-trigo-de-cantos.negocio.site/"
"Rua do Campo Alegre 55, Porto 4150-177 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Portuguese",,,,,,,,"1545","480",,,,,"1545","480",,,,,"1545","480",,,,,"1545","480",,,,,"1545","480",,,,,"1545","480",,,,,"1545","480",,,,,"1083610","false","false","41.152447","-8.628249","Cervejaria Galiza","361","+351 22 608 4442","$$ - $$$","1993","662","#598 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1083610-Reviews-Cervejaria_Galiza-Porto_Porto_District_Northern_Portugal.html","http://www.cervejariagaliza.pt/"
"Rua Clemente Meneres 20, Porto 4050-201 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Contemporary","Healthy","Vegetarian Friendly",,,,,,"geral@atelier-coffee.com",,,,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,,,,,,,"7160795","false","false","41.14796","-8.619872","Atelier- Coffee Shop","31","+351 22 099 6771","$","1993","661","#32 of 93 Coffee & Tea in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7160795-Reviews-Atelier_Coffee_Shop-Porto_Porto_District_Northern_Portugal.html","http://www.atelier-coffee.com"
"Rua Flores 51, Porto 4050-265 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Sicilian","Southern-Italian","Mediterranean","Vegetarian Friendly",,,,,,"Anfiluddalda@gmail.com","1320","750",,,,,"1260","750",,,,,,,,,,,"1260","750",,,,,"1260","750",,,,,"1320","750",,,,,"1320","750",,,,,"16942477","false","false","41.14386","-8.614007","Mizzica - Sapori di Sicilia","59","+351 915 828 743","$$ - $$$","1993","670","#605 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d16942477-Reviews-Mizzica_Sapori_di_Sicilia-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/mizzicasaporidisicilia/"
"Praca Liberdade 25, Porto 4000-322 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,"restaurante.astoria@ihg.com","1110","630","1350","1170",,,"1110","630","1350","1170",,,"1110","630","1350","1170",,,"1110","630","1350","1170",,,"1110","630","1350","1170",,,"1110","630","1380","1170",,,"1110","630","1380","1170",,,"3569898","false","false","41.146095","-8.610975","Restaurante Astoria","357","+351 22 003 5639","$$$$","1993","330","#300 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3569898-Reviews-Restaurante_Astoria-Porto_Porto_District_Northern_Portugal.html","https://astoriarestaurante.com/"
"Rua do Heroismo 241, Porto 4300-259 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,"cafe-marinho-rest-snack1@hotmail.com","900","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"3387880","false","false","41.146297","-8.593815","Cafe Marinho","77","011 351 225 374 254","$","1993","669","#604 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3387880-Reviews-Cafe_Marinho-Porto_Porto_District_Northern_Portugal.html",
"Rua da Picaria 30, Porto 4050-477 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly",,,,,,,"restaurantetwosusho@gmail.com","1380","1200",,,,,,,,,,,"900","750","1380","1200",,,"900","750","1380","1200",,,"900","750","1380","1200",,,"900","750","1440","1200",,,"900","750","1440","1200",,,"6975587","false","false","41.148922","-8.612944","Two:su.shi","185","+351 22 093 1884","$$ - $$$","1993","663","#599 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d6975587-Reviews-Two_su_shi-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/twosushirestaurante"
"Rua Sao Filipe Neri Galeria Comercial Da Praca de Lisboa, Porto 4050-546 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"7799350","false","false","41.14602","-8.614854","Costa Coffee","277","+351 22 942 7010","$$ - $$$","1993","666","#19 of 27 Quick Bites in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7799350-Reviews-Costa_Coffee-Porto_Porto_District_Northern_Portugal.html","http://www.costa.co.uk/"
"Rua Morgado Mateus n 49, Porto 4000-334 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","International","Contemporary",,,,,,,"restauranteatrevo@gmail.com",,,,,,,,,,,,,"1440","1170",,,,,"1440","1170",,,,,"1440","1170",,,,,"1440","1170",,,,,"1440","1170",,,,,"17728203","false","false","41.14673","-8.601116","Atrevo","41","+351 968 226 456","$$ - $$$","1993","667","#602 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d17728203-Reviews-Atrevo-Porto_Porto_District_Northern_Portugal.html",
"Avenida Doutor Antunes Guimaraes 1150, Porto 4100-077 Portugal","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"900","720","1320","1140",,,"7355765","false","false","41.172577","-8.655359","A Cozinha Da Maria Eugenia","49","+351 22 618 9710","$$ - $$$","1993","664","#600 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7355765-Reviews-A_Cozinha_Da_Maria_Eugenia-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/ACozinhaDaMariaEugenia/"
"Avenida Marechal Gomes da Costa, 85 São Mamede de Infesta, Matosinhos, Porto 4465-158 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"smamede@centralchurrasco.pt","930","630","1350","1140",,,"930","630","1350","1140",,,"930","630","1350","1140",,,"930","630","1350","1140",,,"930","630","1350","1140",,,"930","630","1350","1140",,,"930","630","1350","1140",,,"7784893","false","false","41.19203","-8.608074","Central Churrasco","82","+351 22 902 3930","$$ - $$$","1993","668","#603 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7784893-Reviews-Central_Churrasco-Porto_Porto_District_Northern_Portugal.html","http://www.centralchurrasco.pt/restaurant/sao-mamede-de-infesta/"
"Rua Das Oliveiras Praca Carlos Alberto 73, Porto 4050-158 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,,,,,"1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"1320","510",,,,,"1410","510",,,,,"1410","510",,,,,"8114433","false","false","41.14858","-8.615661","Casa Expresso","51","+351 966 057 185","$","1993","665","#601 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8114433-Reviews-Casa_Expresso-Porto_Porto_District_Northern_Portugal.html",
"Avenida da Boavista 831, Porto 4100-128 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Contemporary","Vegetarian Friendly","Vegan Options",,,,,"boavista@pizzarialuzzo.pt","900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"900","720","1380","1170",,,"13157243","false","false","41.158543","-8.633547","Pizzaria Luzzo Boavista","178","+351 22 609 0082","$$ - $$$","1993","340","#309 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13157243-Reviews-Pizzaria_Luzzo_Boavista-Porto_Porto_District_Northern_Portugal.html","http://www.pizzarialuzzo.pt/"
"Rua de Passos Manuel 142, Porto 4000-382 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2015","2015","Certificate of Excellence 2011","2011",,,,,,,,,,,,,,,"restaurant","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,,,,"geral@escondidinho.pt","870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"1315975","false","false","41.14687","-8.606176","Escondidinho","1201","+351 22 200 1079","$$ - $$$","1993","333","#303 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1315975-Reviews-Escondidinho-Porto_Porto_District_Northern_Portugal.html","http://www.escondidinho.pt"
"Travessa de Cedofeita 54-56, Porto 4050-183 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,,,,,"1680","1200",,,,,"1680","1200",,,,,"1680","1200",,,,,"1680","1200",,,,,"1680","1200",,,,,"1680","1200",,,,,"2401909","false","false","41.149796","-8.615265","Museu D' Avo","585","+351 933 130 382","$$ - $$$","1993","332","#302 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2401909-Reviews-Museu_D_Avo-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/Museu-D-Av%C3%B3-375552592544141/"
"Praca Dona Filipa de Lencastre 183, Porto 4050-260 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food","Vegetarian Friendly",,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"4721246","false","false","41.148285","-8.612652","Munchie , The Burger Kitchen","871","+351 916 616 234","$","1993","337","#13 of 27 Quick Bites in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4721246-Reviews-Munchie_The_Burger_Kitchen-Porto_Porto_District_Northern_Portugal.html","http://pt-pt.facebook.com/MunchieBK"
"Rua Carvalho 102 A, Porto 4150-192 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary","Portuguese","European",,,,,,,,"geral@abolacheira.pt",,,,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","540",,,,,"1170","720",,,,,"8616504","false","false","41.152878","-8.668264","A Bolacheira","38","+351 22 319 6354","$$ - $$$","1993","673","#39 of 95 Dessert in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8616504-Reviews-A_Bolacheira-Porto_Porto_District_Northern_Portugal.html","http://www.abolacheira.pt/index.html"
"Rua Fernandes Tomas 839, Porto 4000-219 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Barbecue","European","Portuguese",,,,,,,"geral@vaccarum.com","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1530","690",,,,,"1440","690",,,,,"13371072","false","false","41.15031","-8.60838","Vaccarum","398","+351 22 112 7181","$$ - $$$","1993","334","#304 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13371072-Reviews-Vaccarum-Porto_Porto_District_Northern_Portugal.html","http://vaccarum.com/"
"Travessa dos Salgueiros, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"pastelariaserranaporto@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10316180","false","false","41.14527","-8.610347","Confeitaria Serrana","30","+351 22 960 3209","$","1993","671","#606 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10316180-Reviews-Confeitaria_Serrana-Porto_Porto_District_Northern_Portugal.html",
"Rua Passeio Alegre 130, Porto 4150-571 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly","Vegan Options",,,,,,"merceariamiguel@gmail.com","1110","570",,,,,,,,,,,,,,,,,"1110","570",,,,,"1110","570",,,,,"1110","570",,,,,"1110","570",,,,,"8580628","false","false","41.14784","-8.662867","Mercearia do Miguel","118","+351 22 011 6889","$$ - $$$","1993","331","#301 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8580628-Reviews-Mercearia_do_Miguel-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/merceariamiguel/"
"Esplanada do Molhe Módulo 5 a 10, Porto 4150-155 Portugal","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Portuguese","Japanese","European","Spanish","Gluten Free Options",,,,,"telmolopes@sapo.pt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11612414","false","false","41.159367","-8.684531","Restaurante Novo Molhe","65","+351 917 531 031","$$ - $$$","1993","675","#609 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11612414-Reviews-Restaurante_Novo_Molhe-Porto_Porto_District_Northern_Portugal.html","http://domolhe.com/"
"Praca Dona Filipa de Lencastre No 200, Porto 4050-260 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2014","2014",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","Vegetarian Friendly","Gluten Free Options",,,,,,,"geral.restaurantelagostim@gmail.com","900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,,,,,,,"1494656","false","false","41.14813","-8.612421","Lagostim","837","+351 939 935 516","$$ - $$$","1993","336","#306 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d1494656-Reviews-Lagostim-Porto_Porto_District_Northern_Portugal.html",
"R. Miguel Bombarda, n0273-282, Porto 4050-377 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Contemporary","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"reservas@oficinaporto.com",,,,,,,"1380","1170",,,,,"900","750","1380","1170",,,"900","750","1380","1170",,,"900","750","1380","1170",,,"900","750","1425","1170",,,"900","750","1425","1170",,,"10878563","false","false","41.149754","-8.620278","Oficina","247","+351 936 712 384","$$$$","1993","339","#308 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10878563-Reviews-Oficina-Porto_Porto_District_Northern_Portugal.html","http://www.oficinaporto.com"
