"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Bajcsy-Zsilinszky ut 78., Budapest 1055 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","International","European","Central European","Hungarian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@standreaborbar.hu",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","1080",,,,,"7986703","false","false","47.509563","19.054897","St. Andrea Restaurant","841","+36 1 269 0130","$$$$","3271","83","#62 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7986703-Reviews-St_Andrea_Restaurant-Budapest_Central_Hungary.html","http://www.standreaborbar.hu"
"Dob utca 63., Budapest 1074 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,"restaurant","European","Hungarian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"reservation@chessbudapest.hu","1020","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2253075","false","false","47.501595","19.066706","Chess Budapest Restaurant","1133","+36 1 882 3080","$$ - $$$","3271","90","#69 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2253075-Reviews-Chess_Budapest_Restaurant-Budapest_Central_Hungary.html","http://www.chessrestaurant.hu"
"Lanchid utca 7, Budapest 1013 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Steakhouse","European","Central European","Hungarian","International","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"60","0","1500","660",,,"1440","660",,,,,"7313418","false","false","47.497265","19.04119","Meat Boutique","1972","+36 1 797 9957","$$ - $$$","3271","87","#66 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7313418-Reviews-Meat_Boutique-Budapest_Central_Hungary.html","http://www.meatboutique.hu/"
"Nagymezo utca 64., Budapest 1065 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Pub","Vegetarian Friendly",,,,,,,,,,,"rockburgerbudapest@gmail.com","1320","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"12310633","false","false","47.50627","19.056246","Rock Burger Bar","105","+36 30 476 0726","$","3271","89","#68 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12310633-Reviews-Rock_Burger_Bar-Budapest_Central_Hungary.html","http://www.facebook.com/rockburgerbudapest/"
"Horanszky utca 10., Budapest 1085 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Mediterranean","European","Spanish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@padron.hu",,,,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"5113023","false","false","47.492043","19.067678","Padron","353","+36 30 900 1204","$$ - $$$","3271","86","#65 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d5113023-Reviews-Padron-Budapest_Central_Hungary.html","http://www.padron.hu"
"Lorinc pap ter 3., Budapest 1088 Hungary","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","International","Hungarian","Eastern European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"restaurant@almaeskorte.hu",,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"14165218","false","false","47.490055","19.06853","Alma & Korte Restaurant","287","+36 1 786 7803","$$ - $$$","3271","81","#60 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14165218-Reviews-Alma_Korte_Restaurant-Budapest_Central_Hungary.html","http://www.almaeskorte.hu"
"Paulay Ede utca 5, Budapest 1061 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@boutiqbar.hu",,,,,,,,,,,,,"1500","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"1440","1080",,,,,"1500","1080",,,,,"1580627","false","false","47.49959","19.055973","Boutiq Bar","415","+36 30 554 2323","$$ - $$$","3271","88","#67 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1580627-Reviews-Boutiq_Bar-Budapest_Central_Hungary.html","http://www.boutiqbar.com"
"Sas utca 4., Budapest 1051 Hungary","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Hungarian","Eastern European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"info@zeya.hu","1425","720",,,,,"1425","720",,,,,"1425","720",,,,,"1425","720",,,,,"1425","720",,,,,"1425","720",,,,,"1425","720",,,,,"15533946","false","false","47.499634","19.052055","Zeya Restaurant","310","+36 70 905 0149","$$$$","3271","84","#63 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15533946-Reviews-Zeya_Restaurant-Budapest_Central_Hungary.html","http://www.zeyarestaurant.hu"
"Dohany utca 36. entrance from Nagydiófa utca, Budapest 1074 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Seafood","European","Healthy","Hungarian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"halkakas@gmail.com",,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"4737908","false","false","47.49647","19.065792","Halkakas","480","+36 30 226 0638","$","3271","85","#64 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d4737908-Reviews-Halkakas-Budapest_Central_Hungary.html","http://www.halkakas.hu"
"Corvin koz 1. Corvin mozi épületében, Budapest 1082 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Street Food","Hungarian","Cafe","Vegetarian Friendly",,,,,,,,,"cafecolorcorvin@gmail.com",,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,,,,,,,"19492748","false","false","47.485977","19.070978","Cafe Color","61","+36 1 630 5787","$","3271","100","#15 of 324 Coffee & Tea in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19492748-Reviews-Cafe_Color-Budapest_Central_Hungary.html","https://www.facebook.com/cafecolorcorvin/?ref=py_c"
"Olof Palme setany 5, Budapest 1146 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","International","European","Eastern European","Central European","Hungarian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@varosligetcafe.hu","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"5263097","false","false","47.51461","19.080013","Varosliget Cafe & Restaurant","2827","+36 30 869 1426","$$ - $$$","3271","98","#76 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d5263097-Reviews-Varosliget_Cafe_Restaurant-Budapest_Central_Hungary.html","http://varosligetcafe.hu/"
"Dohany utca 27, Budapest 1074 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Cafe","European","International","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1020","540",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","510",,,,,"1080","540",,,,,"11668350","false","false","47.496494","19.066269","London Coffee Society","556","+36 30 204 5379","$$ - $$$","3271","97","#13 of 153 Quick Bites in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d11668350-Reviews-London_Coffee_Society-Budapest_Central_Hungary.html","http://www.facebook.com/LondonCoffeeSociety"
"Kazinczy utca 18. Street Food Karaván, Budapest 1073 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","American","Hungarian","Fast Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"lasvegansbp@gmail.com","1320","690",,,,,,,,,,,,,,,,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"12934240","false","false","47.497124","19.062777","Las Vegan's","196","+36 1 951 5650","$","3271","96","#75 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12934240-Reviews-Las_Vegan_s-Budapest_Central_Hungary.html","https://www.facebook.com/lasveganshun/"
"Bathory utca 3., Budapest 1054 Hungary","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"mokkacukka5.ker@gmail.com","1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"15533945","false","false","47.505814","19.04917","Mokka Cukka","202","+36 30 556 3970","$$ - $$$","3271","93","#72 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15533945-Reviews-Mokka_Cukka-Budapest_Central_Hungary.html","https://www.facebook.com/mokkacukka5ker/?rc=p"
"Haris Koz 4, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Hungarian","Central European","Vegetarian Friendly",,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"19487598","false","false","47.493645","19.054071","Nagypapa Konyhaja","135","+36 30 900 7445","$","3271","91","#70 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19487598-Reviews-Nagypapa_Konyhaja-Budapest_Central_Hungary.html",
"Sas Utca 6, Budapest 1051 Hungary","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Hungarian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"textura@texturaetterem.hu",,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"15599700","false","false","47.500004","19.051968","Textura","144","+36 1 617 9495","$$$$","3271","95","#74 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15599700-Reviews-Textura-Budapest_Central_Hungary.html","http://texturaetterem.hu/en/"
"Akacfa utca 45., Budapest 1072 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","American","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"tuningburger45@gmail.com","1320","720",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","720",,,,,"7376330","false","false","47.500072","19.065796","Tuning Bar&Burger","1843","+36 20 821 7303","$$ - $$$","3271","92","#71 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7376330-Reviews-Tuning_Bar_Burger-Budapest_Central_Hungary.html","http://www.tuningbar.hu"
"Lazar u. 1, Budapest 1065 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Hungarian",,,,,,,,,,,,,,"porcesprezli@porcesprezli.hu","1410","1080",,,,,"1410","1080",,,,,"1410","1080",,,,,"1410","1080",,,,,"1410","1080",,,,,"1410","1080",,,,,"1410","1080",,,,,"12817850","false","false","47.50159","19.055367","Porc & Prezli Restaurant","1146","+36 1 301 0435","$$ - $$$","3271","94","#73 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12817850-Reviews-Porc_Prezli_Restaurant-Budapest_Central_Hungary.html","http://www.porcesprezli.hu"
"Piarista koz 1., Budapest 1052 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","International","European","Healthy","Central European","Hungarian",,,,,,,,,,"info@monks.hu",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"7713212","false","false","47.49248","19.052605","Monk’s Bistrot","1650","+36 30 789 4718","$$ - $$$","3271","99","#77 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7713212-Reviews-Monk_s_Bistrot-Budapest_Central_Hungary.html","http://www.monks.hu"
"Nador utca 19, Budapest 1051 Hungary","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Hungarian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","540",,,,,"7011330","false","false","47.50196","19.049038","Delibaba","82","+36 30 250 5169","$","3271","656","#539 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7011330-Reviews-Delibaba-Budapest_Central_Hungary.html","http://delibaba.hu"
"Arany Janos street 15., Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@cloud9-desserts.com","1200","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"17782311","false","false","47.50196","19.049967","Cloud 9 Ice Cream Desserts","28","+36 30 257 5656","$","3271","651","#534 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17782311-Reviews-Cloud_9_Ice_Cream_Desserts-Budapest_Central_Hungary.html","http://www.cloud9-desserts.com"
"Andrassy ut 61. - Szondi utca 82. 1133 Árbóc u. 4., Budapest 1068 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Cafe","Vegetarian Friendly",,,,,,,,,,,,"info@dolcefantasia.hu","1320","600",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1320","600",,,,,"8319537","false","false","47.506546","19.065712","Dolce Fantasia Gelateria Italiana - Eredeti Olasz Kezmuves Fagylaltozo","49","+36 20 919 3509","$$ - $$$","3271","658","#54 of 215 Dessert in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8319537-Reviews-Dolce_Fantasia_Gelateria_Italiana_Eredeti_Olasz_Kezmuves_Fagylaltozo-Budapest_Cen.html","http://www.facebook.com/dolcefantasiagelateria"
"Madach Imre ter 4 close to Asboth St corner, Budapest 1075 Hungary","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Central European","Hungarian","Vegetarian Friendly","Vegan Options",,,,,,,,,"1440","660",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","660",,,,,"3540253","false","false","47.4976","19.057253","Keksz","142","+36 30 556 7059","$$ - $$$","3271","653","#536 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3540253-Reviews-Keksz-Budapest_Central_Hungary.html","http://www.facebook.com/Keksz-268952226502652"
"Madach Imre ut 8, Budapest 1075 Hungary","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"reservation@konyhabudapest.com",,,,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1440","540",,,,,"1440","600",,,,,"8124779","false","false","47.498104","19.05775","Konyha","207","+36 1 322 5274","$$ - $$$","3271","652","#535 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8124779-Reviews-Konyha-Budapest_Central_Hungary.html","https://www.facebook.com/konyhabudapest"
"Vaci utca 20. Inside Mercure Budapest City Center Hotel, Budapest 1052 Hungary","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Hungarian","Central European","Healthy","Wine Bar","Vegetarian Friendly","Vegan Options",,,,,,,"h6565-sb@accor.com","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"14168371","false","false","47.49412","19.052637","Winestone - Budapest","64","+36 1 485 3165","$$ - $$$","3271","659","#541 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14168371-Reviews-Winestone_Budapest-Budapest_Central_Hungary.html","http://www.facebook.com/winestonebudapest"
"Wesselenyi utca 4, Budapest 1077 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Greek","Middle Eastern","Israeli","Vegan Options","Vegetarian Friendly",,,,,,,,,"info@levantebudapest.hu","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"19946799","false","false","47.49656","19.060072","Levante Budapest","31","+36 30 570 6679","$$ - $$$","3271","654","#537 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19946799-Reviews-Levante_Budapest-Budapest_Central_Hungary.html","https://www.facebook.com/levantebudapest/"
"Vaci ut 1-3/VI, Budapest 1062 Hungary","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Vegetarian Friendly",,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"696119","false","false","47.511787","19.057228","T.G.I. Friday's West End","316","+36 1 238 7002","$$ - $$$","3271","655","#538 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d696119-Reviews-T_G_I_Friday_s_West_End-Budapest_Central_Hungary.html","http://fridays.hu/en/westend/"
