"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"rue du Clos 15, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African","International","European","Fusion",,,,,,,"info@lawale-restaurant.ch",,,,,,,,,,,,,"1350","660",,,,,"1350","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"19489604","false","false","46.2056","6.162428","L'Awale","20","+41 22 736 19 06","$$ - $$$","1550","256","#245 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d19489604-Reviews-L_Awale-Geneva.html","http://www.restaurant-lawale.ch"
"rue des Etuves 9, Geneva 1201 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"hello@elsalad.com",,,,,,,"960","690",,,,,"960","690",,,,,"960","690",,,,,"960","690",,,,,"960","690",,,,,,,,,,,"7589424","false","false","46.20625","6.143477","Elsalad","99","+41 22 732 15 15","$","1550","204","#5 of 37 Quick Bites in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7589424-Reviews-Elsalad-Geneva.html","http://www.elsalad.com/accueil-en/"
"Rue des Rois, Geneva 1201 Switzerland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","French","European","Swiss","Vegetarian Friendly",,,,,,,"restaurant-echalotte-geneve@bluewin.ch",,,,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,,,,,,,"939559","false","false","46.201916","6.138052","L'Echalotte","74","+41 22 320 59 99","$$ - $$$","1550","260","#249 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d939559-Reviews-L_Echalotte-Geneva.html","http://www.restaurant-echalotte-geneve.ch/"
"Rue de Zurich 43, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Vegan Options",,,,,,,"restaurant.sen@yahoo.com","900","0","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"870","690","1350","1110",,,"900","0","1350","1110",,,"4561472","false","false","46.21216","6.145486","Restaurant Sen","121","+41 22 731 13 18","$$ - $$$","1550","261","#250 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4561472-Reviews-Restaurant_Sen-Geneva.html","https://www.facebook.com/Restaurant-SEN-809567755787632/"
"boulevard Helvetique 32, Geneva 1207 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Spanish","Wine Bar","European",,,,,,,,"info@soleilrouge.ch",,,,,,,"1320","1020",,,,,"1380","600",,,,,"1380","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"4961348","false","false","46.201786","6.154767","Soleil Rouge","59","+41 22 700 00 24","$$ - $$$","1550","255","#244 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4961348-Reviews-Soleil_Rouge-Geneva.html","http://www.soleilrouge.ch/"
"rue de Lyon 67 Bis, Geneva 1203 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,"info@chandigarhtandoori.ch","1380","1080",,,,,"870","690","1380","1110",,,"870","690","1380","1110",,,"870","690","1380","1110",,,"870","690","1380","1110",,,"870","690","1380","1110",,,"870","690","1380","1110",,,"4022533","false","false","46.20843","6.128636","Chandigarh Tandoori","136","+41 22 344 81 20","$$ - $$$","1550","257","#246 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4022533-Reviews-Chandigarh_Tandoori-Geneva.html","http://www.chandigarhtandoori.ch"
"route de Vessy 6, Geneva 1206 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8399356","false","false","46.182446","6.155363","Le Restaurant Drizia-Miremont","38","+41 22 347 76 49","$$ - $$$","1550","358","#342 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8399356-Reviews-Le_Restaurant_Drizia_Miremont-Geneva.html","http://www.tcdrizia.ch/NewSite/base.htm"
"18 route de Loex. Onex, Geneva Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","Italian","European","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"840","720","1320","1170",,,"983657","false","false","46.183834","6.096708","Auberge d'Onex","220","+41 22 792 32 59","$$$$","1550","359","#343 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d983657-Reviews-Auberge_d_Onex-Geneva.html",
"Boulevard Georges-FAVON 12, Geneva 1204 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Neapolitan","Campania","Southern-Italian","European","Vegetarian Friendly","Vegan Options",,"contact@kytaly.com",,,,,,,"900","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"900","660",,,,,"1440","1080",,,,,"7155193","false","false","46.203182","6.139985","Kytaly","198","+41 22 320 17 25","$$ - $$$","1550","216","#207 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7155193-Reviews-Kytaly-Geneva.html","http://www.kytaly.com"
"Rue de la Cite 1, Geneva 1204 Switzerland","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Soups","Contemporary","Street Food","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","540",,,,,"806898","false","false","46.20358","6.143919","Edward's SA Cite","142","+41 22 312 02 80","$","1550","219","#210 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d806898-Reviews-Edward_s_SA_Cite-Geneva.html","http://www.edwards-sandwiches.ch"
"place De-Grenus 10, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1140","600",,,,,"1080","600",,,,,"12531660","false","false","46.20691","6.14337","Mikado","11","+41 22 920 44 77","$$ - $$$","1550","804","#761 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12531660-Reviews-Mikado-Geneva.html","http://www.sushi.ch/contact/"
"rue Charles-Cusin 2, Geneva 1201 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","French","Swiss","European",,,,,,,,"info@2larue.ch",,,,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1560","540",,,,,"1560","540",,,,,,,,,,,"3626303","false","false","46.210243","6.147184","Restaurant 2 La Rue","83","+41 22 731 71 04","$$ - $$$","1550","218","#209 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3626303-Reviews-Restaurant_2_La_Rue-Geneva.html","http://www.2larue.ch"
"rue du Mont-Blanc 10 Hôtel Bristol Genève, Geneva 1201 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,"bristol@bristol.ch",,,,,,,"1320","1140",,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"1320","1140",,,,,"4290768","false","false","46.20752","6.147106","Cote Square","97","+41 22 716 57 58","$$$$","1550","107","#102 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4290768-Reviews-Cote_Square-Geneva.html","http://www.bristol.ch/en/restaurant-bar/cote-square/"
"place du Cirque 4, Geneva 1204 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Cafe","European","French",,,,,,,,"contact@mullersfactory.ch","1200","615",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1290","660",,,,,"1290","540",,,,,"7612223","false","false","46.201347","6.139774","Muller's Factory","174","+41 22 808 04 44","$$ - $$$","1550","101","#2 of 37 Dessert in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7612223-Reviews-Muller_s_Factory-Geneva.html","http://www.mullersfactory.ch/"
"rue de Neuchatel 13, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","American","Fast Food","Diner","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"4954790","false","false","46.21099","6.145846","American Dream","254","+41 22 732 32 00","$$ - $$$","1550","220","#211 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4954790-Reviews-American_Dream-Geneva.html","http://www.americandreamdiner.com"
"quai des Bergues 33 Four Seasons Hotel, Geneva 1201 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly",,,,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1483679","false","false","46.206894","6.146595","Le Bar des Bergues","98","+41 22 908 70 00","$$$$","1550","214","#205 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1483679-Reviews-Le_Bar_des_Bergues-Geneva.html","http://www.fourseasons.com/geneva/dining/lounges/le_bar_des_bergues"
"boulevard du Pont-d'Arve 59 1205 Geneva, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood","Portuguese","Mediterranean","European",,,,,,,"info@leportugais.ch",,,,,,,,,,,,,"840","720","1440","1140",,,"840","720","1440","1140",,,"840","720","1440","1140",,,"840","720","1440","1140",,,"840","720","1440","1140",,,"783664","false","false","46.19372","6.14047","Le Portugais","67","+41 22 329 40 98","$$ - $$$","1550","258","#247 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d783664-Reviews-Le_Portugais-Geneva.html","http://www.leportugais.ch/"
"rue de Monthoux 15-17 Entrée par le Saké Bar, Geneva 1201 Switzerland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"samlorgva@hotmail.com","1380","1140",,,,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1350","1140",,,"870","720","1380","1140",,,"1380","1140",,,,,"1045052","false","false","46.210373","6.149067","Sam-Lor Thai","141","+41 22 738 80 55","$$ - $$$","1550","364","#348 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1045052-Reviews-Sam_Lor_Thai-Geneva.html","http://www.facebook.com/Samlorgeneve"
"chemin de Pre-Cosson 9, Geneva 1256 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European","Vegetarian Friendly",,,,,,,"francosuisse.grange@gmail.com",,,,,,,"930","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"2073243","false","false","46.15289","6.15753","Le Franco-Suisse","47","+41 22 784 43 30","$$ - $$$","1550","371","#355 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2073243-Reviews-Le_Franco_Suisse-Geneva.html","http://www.lefrancosuisse.ch"
"rue de la Corraterie 21, Geneva 1204 Switzerland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@labottegatrattoria.com",,,,,,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"840","720","1290","1140",,,"570","420",,,,,"10033267","false","false","46.20184","6.143717","La Bottega","160","+41 22 736 10 00","$$$$","1550","211","#202 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10033267-Reviews-La_Bottega-Geneva.html","http://www.facebook.com/labottegach/"
"rue de Fribourg 6, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","African","Ethiopian","Vegetarian Friendly","Vegan Options",,,,,,,"Addisingeneva@yahoo.com","1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"1560","600",,,,,"7737212","false","false","46.21043","6.145188","Addis-Abeba Cafe & Restaurant","44","+41 22 740 16 20","$$ - $$$","1550","368","#352 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7737212-Reviews-Addis_Abeba_Cafe_Restaurant-Geneva.html",
"route de Lausanne 339, Bellevue, Geneva 1293 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4185860","false","false","46.25528","6.155042","Brasserie Port Saladin","74","+41 22 774 18 00","$$ - $$$","1550","212","#203 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1190139-d4185860-Reviews-Brasserie_Port_Saladin-Bellevue_Geneva.html",
"10 Rue Goetz Monin, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,,"reservation@proju.ch","900","630",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,,,,,,,"6943027","false","false","46.19476","6.146389","Un R de Famille","53","+41 22 328 22 23","$$ - $$$","1550","370","#354 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6943027-Reviews-Un_R_de_Famille-Geneva.html","http://www.unrdefamille.ch"
"boulevard Carl-Vogt 99 Vicino Uni-Mail, Geneva 1205 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Italian","European","Pizza","Vegetarian Friendly","Gluten Free Options",,,,,,"info@da-stefano.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8635067","false","false","46.19526","6.140669","Mangia Bene Restaurant","109","+41 22 552 90 00","$$ - $$$","1550","363","#347 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8635067-Reviews-Mangia_Bene_Restaurant-Geneva.html","http://www.mangiabene-restaurant.ch"
"rue de la Mairie 5, Geneva 1207 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,"870","660","1410","1110",,,"870","660","1410","1110",,,"870","660","1410","1110",,,"870","660","1410","1110",,,"870","660","1410","1110",,,"870","660","1410","1110",,,"870","660","1410","1110",,,"2643532","false","false","46.203335","6.158033","Restaurant Pizzeria San Marco","93","+41 22 736 95 98","$$ - $$$","1550","362","#346 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2643532-Reviews-Restaurant_Pizzeria_San_Marco-Geneva.html","http://www.facebook.com/Restaurant-Pizzeria-San-Marco-1566249340283945"
"place du Molard 7 1204 Genève, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Italian","Pizza","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"molard@molino.ch","840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"840","660","1320","1020",,,"1319335","false","false","46.203415","6.147919","Pizzeria Ristorante Molino, Molard Geneve","946","+41 22 310 99 88","$$ - $$$","1550","367","#351 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1319335-Reviews-Pizzeria_Ristorante_Molino_Molard_Geneve-Geneva.html","http://molino.ch"
"rue de Hesse 6, Geneva 1204 Switzerland","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,,"cdb@cafedesbanques.com",,,,,,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"840","720","1320","1110",,,"1320","1110",,,,,"1044861","false","false","46.202007","6.140447","Cafe des Banques","45","+41 22 311 44 98","$$$$","1550","253","#242 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044861-Reviews-Cafe_des_Banques-Geneva.html","http://www.cafedesbanques.com/"
"Rue de la Tour Maitresse, Geneva 1201 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8685314","false","false","46.203033","6.151742","Pub L'arbalete","45","+41 22 311 15 15","$$ - $$$","1550","365","#349 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8685314-Reviews-Pub_L_arbalete-Geneva.html",
"rue de Neuchatel 14, Geneva 1201 Switzerland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,"restaurant","Asian","Thai","Singaporean","Vegetarian Friendly",,,,,,,,"1350","1110",,,,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720","1350","1110",,,"840","720","1350","1110",,,"1350","1110",,,,,"1044973","false","false","46.21085","6.14577","Jeck's Place","159","+41 22 731 33 03","$$ - $$$","1550","215","#206 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044973-Reviews-Jeck_s_Place-Geneva.html","http://www.jecks-place.ch"
"route de Pre-Bois 20 Movenpick Hotel & Casino Geneva, Geneva 1215 Switzerland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European","International","Gastropub","Vegetarian Friendly",,,,,"hotel.geneva.restaurant@moevenpick.com","1320","1110",,,,,"840","705","1320","1110",,,"840","705","1320","1110",,,"840","705","1320","1110",,,"840","705","1320","1110",,,"840","705","1320","1110",,,"1320","1110",,,,,"7205433","false","false","46.224625","6.10084","Movenpick Restaurant","119","+41 22 717 17 20","$$ - $$$","1550","217","#208 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7205433-Reviews-Movenpick_Restaurant-Geneva.html","http://www.moevenpick-hotels.com/en/europe/switzerland/geneva/hotel-geneva/restaurants/restaurants/"
"rue Zurlinden 6, Geneva 1207 Switzerland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","International","Mediterranean",,,,,,,"geneva@eat-me.ch",,,,,,,,,,,,,"840","720","1380","1110",,,"840","720","1380","1110",,,"840","720","1380","1110",,,"840","720","1380","1110",,,"870","720","1380","1110",,,"14080378","false","false","46.203457","6.158463","Eat Me","95","+41 22 736 19 97","$$ - $$$","1550","213","#204 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d14080378-Reviews-Eat_Me-Geneva.html","http://www.eat-me.ch"
