"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"54 St. Stephen Street, Edinburgh EH3 5AL Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","European","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"jane@thestockbridgerestaurant.co.uk","1260","1140",,,,,,,,,,,"1290","1140",,,,,"1290","1140",,,,,"1290","1140",,,,,"1290","1140",,,,,"1290","1140",,,,,"732353","false","false","55.957928","-3.206614","Stockbridge Restaurant","736","+44 131 226 6766","$$$$","2181","116","#102 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d732353-Reviews-Stockbridge_Restaurant-Edinburgh_Scotland.html","http://www.thestockbridgerestaurant.co.uk/"
"202 Bruntsfield Place, Edinburgh EH10 4DF Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","French","Cafe","European","Vegetarian Friendly",,,,,,,,,,,"labarantine@gmail.com",,,,,,,,,,,,,"900","510",,,,,"900","510",,,,,"900","510",,,,,"900","510",,,,,"900","510",,,,,"2486108","false","false","55.948345","-3.194411","La Barantine","235","+44 131 229 0267","$$ - $$$","2181","111","#7 of 69 Dessert in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2486108-Reviews-La_Barantine-Edinburgh_Scotland.html","http://www.labarantine.com/"
"76 Thistle Street, Edinburgh EH2 1EN Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","French","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,"900","600","1260","1080",,,"900","600","1260","1080",,,"900","600","1260","1080",,,"900","600","1260","1080",,,"900","600","1260","1080",,,"900","600","1260","1080",,,"1950874","false","false","55.953785","-3.200328","Cafe Marlayne","639","+44 131 226 2230","$$ - $$$","2181","118","#104 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1950874-Reviews-Cafe_Marlayne-Edinburgh_Scotland.html","http://www.cafemarlayne.com/"
"41 West Preston Street, Edinburgh EH8 9PY Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Mediterranean","Turkish","Middle Eastern","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,"info@hanedan.co.uk","900","720","1440","1050",,,,,,,,,"900","720","1440","1050",,,"900","720","1440","1050",,,"900","720","1440","1050",,,"900","720","1440","1050",,,"900","720","1440","1050",,,"941145","false","false","55.939037","-3.181475","Hanedan Restaurant","401","+44 131 667 4242","$$ - $$$","2181","113","#99 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d941145-Reviews-Hanedan_Restaurant-Edinburgh_Scotland.html","http://www.hanedan.co.uk"
"2 Hope Street, Edinburgh EH2 4DB Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","European","Scottish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"info@usquabae.co.uk","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"7900201","false","false","55.950497","-3.208268","Usquabae","738","+44 131 290 2284","$$ - $$$","2181","120","#106 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7900201-Reviews-Usquabae-Edinburgh_Scotland.html","http://www.usquabae.co.uk/"
"7 Cockburn Street, Edinburgh EH1 1BP Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,"mark@themilkman.coffee","1080","540",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","540",,,,,"9858387","false","false","55.950733","-3.191069","The Milkman","354","+44 7772 077920","$$ - $$$","2181","112","#6 of 264 Quick Bites in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d9858387-Reviews-The_Milkman-Edinburgh_Scotland.html","https://www.facebook.com/themilkmancoffee/"
"1 Rutland Street, Edinburgh EH1 2AE Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","American","Bar","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@TheHuxley.co.uk","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"3825102","false","false","55.950188","-3.207685","The Huxley","1042","+44 131 229 3402","$$ - $$$","2181","460","#405 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3825102-Reviews-The_Huxley-Edinburgh_Scotland.html","http://www.thehuxley.co.uk"
"22 High Street, South Queensferry, Edinburgh EH30 9PP Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,,,,,"restaurant","Seafood","European","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1260","600",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1177143","false","false","55.990208","-3.395894","The Boathouse","865","+44 131 331 5429","$$ - $$$","2181","457","#403 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g4049419-d1177143-Reviews-The_Boathouse-South_Queensferry_Edinburgh_Scotland.html","http://www.theboathouse.online/"
"Princes Street, Edinburgh EH2 2EL Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Scottish","British","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1140","600",,,,,"1020","600",,,,,"1020","600",,,,,"4291415","false","false","55.951122","-3.195786","National Gallery","165",,"$$ - $$$","2181","454","#401 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4291415-Reviews-National_Gallery-Edinburgh_Scotland.html","http://www.nationalgalleries.org/visit/114/"
"8-10 St. Giles Street, Edinburgh EH1 1PT Scotland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Cafe","European","British","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1200","540",,,,,"733747","false","false","55.9497","-3.191986","St Giles Cafe & Bar","583","+44 131 225 6267","$$ - $$$","2181","455","#30 of 214 Coffee & Tea in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d733747-Reviews-St_Giles_Cafe_Bar-Edinburgh_Scotland.html","http://www.saintgilescafebar.co.uk/"
"159 Rose Street, Edinburgh EH2 4LS Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Bar","Pub","Scottish","British",,,,,,,,,,,"dirtydicks.manager@gmail.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"786089","false","false","55.951496","-3.20505","Dirty Dick's","682","+44 131 260 9920","$$ - $$$","2181","458","#404 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d786089-Reviews-Dirty_Dick_s-Edinburgh_Scotland.html","http://www.facebook.com/dirtydicksedinburgh"
"6 St Andrew Square, Edinburgh EH2 2BD Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","European","British","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"12910482","false","false","55.95342","-3.193372","The Ivy on the Square","1394","+44 131 526 4777","$$$$","2181","452","#399 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d12910482-Reviews-The_Ivy_on_the_Square-Edinburgh_Scotland.html","http://theivyedinburgh.com/?utm_source=TRPA&utm_medium=organic&utm_campaign=TRPA_LPM_The_Ivy_Edinburgh"
"7 Castle Street, Edinburgh EH2 3AH Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,"1080","600",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","510",,,,,"3241582","false","false","55.95134","-3.20285","Castello Coffee Co.","179","2515","$","2181","451","#32 of 264 Quick Bites in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3241582-Reviews-Castello_Coffee_Co-Edinburgh_Scotland.html","http://www.facebook.com/CastelloCoffee"
"1C Dock Place, Edinburgh EH6 6LU Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Bar","Seafood","British","Pub","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"john.tindal@btconnect.com","1320","555",,,,,"1320","555",,,,,"1320","555",,,,,"1320","555",,,,,"1320","555",,,,,"1320","555",,,,,"1320","555",,,,,"1020581","false","false","55.97752","-3.171361","Teuchters Landing","910","+44 131 554 7427","$$ - $$$","2181","302","#18 of 264 Quick Bites in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1020581-Reviews-Teuchters_Landing-Edinburgh_Scotland.html","http://www.teuchtersbar.co.uk"
"1 Melville Place, Edinburgh EH3 7PR Scotland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British","Vegetarian Friendly",,,,,,,,,,,,,"1080","540",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","540",,,,,"10337338","false","false","55.951252","-3.210881","Cairngorm Coffee Co. West End","121",,"$$ - $$$","2181","956","#85 of 264 Quick Bites in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d10337338-Reviews-Cairngorm_Coffee_Co_West_End-Edinburgh_Scotland.html","http://www.cairngormcoffee.com"
"20 Main Street Balerno, Edinburgh EH4 5BY Scotland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Seafood","European","British","Vegetarian Friendly",,,,,,,,,,"info@greyhorsebalerno.com","1080","720",,,,,,,,,,,"900","720","1260","1020",,,"900","720","1260","1020",,,"900","720","1260","1020",,,"900","720","1260","1020",,,"900","720","1260","1020",,,"4026569","false","false","55.884083","-3.339081","Grey Horse Inn","60","+44 131 449 2888","$$ - $$$","2181","957","#817 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4026569-Reviews-Grey_Horse_Inn-Edinburgh_Scotland.html","http://greyhorsebalerno.com/"
"35 Nicolson Street, Edinburgh EH8 9BE Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Grill","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"info@thecityrestaurant.com","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1024709","false","false","55.94657","-3.185615","The City Restaurant","789","+44 131 667 2819","$","2181","303","#269 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1024709-Reviews-The_City_Restaurant-Edinburgh_Scotland.html","http://www.thecityrestaurant.co.uk/"
"6-8 South College Street, Edinburgh EH8 9AA Scotland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"info@brewlabcoffee.co.uk","1050","540",,,,,"1050","540",,,,,"1050","540",,,,,"1050","540",,,,,"1050","540",,,,,"1050","540",,,,,"1050","540",,,,,"3608619","false","false","55.947155","-3.186708","Union Brew Lab","411","+44 131 662 8963","$$ - $$$","2181","459","#33 of 264 Quick Bites in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d3608619-Reviews-Union_Brew_Lab-Edinburgh_Scotland.html","http://www.brewlabcoffee.co.uk/"
"184 Rose Street, Edinburgh EH2 4BA Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Mexican","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1309628","false","false","55.951534","-3.204436","Miro's Cantina","1594","+44 131 225 4376","$$ - $$$","2181","306","#272 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1309628-Reviews-Miro_s_Cantina-Edinburgh_Scotland.html","http://www.miroscantinamexicana.com/"
"93 Lothian Road, Edinburgh EH3 9AW Scotland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Mexican","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,"lothianroad@topolabamba.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1350","720",,,,,"1350","720",,,,,"10497840","false","false","55.946423","-3.205723","Topolabamba","559","+44 131 228 6863","$$ - $$$","2181","308","#274 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d10497840-Reviews-Topolabamba-Edinburgh_Scotland.html","http://www.topolabamba.com"
"35 Drumsheugh Gardens, Edinburgh EH3 7RN Scotland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","European","British","Scottish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"restaurant@thebonham.com","1260","390",,,,,"600","390","870","720","1290","1110","600","390","870","720","1290","1110","600","390","870","720","1290","1110","600","390","870","720","1290","1110","600","390","870","720","1290","1110","630","390","885","750","1290","1110","720415","false","false","55.95137","-3.215833","No. 35 at The Bonham Hotel","530","+44 131 226 6050","$$ - $$$","2181","305","#271 of 1,906 Restaurants in Edinburgh","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d720415-Reviews-No_35_at_The_Bonham_Hotel-Edinburgh_Scotland.html","http://www.thebonham.com/dining"
"130 High Street, Edinburgh EH1 1QS Scotland","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Scottish","Italian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1380","480",,,,,"1380","480",,,,,"8261484","false","false","55.94986","-3.188424","Frankie & Benny's","829","+44 131 220 4445","$$ - $$$","2181","955","#816 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8261484-Reviews-Frankie_Benny_s-Edinburgh_Scotland.html","https://www.frankieandbennys.com/restaurants/scotland/edinburgh/edinburgh-royal-mile"
