"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Stari trg 3, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"cha@siol.net",,,,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"900","480",,,"802367","false","false","46.04828","14.506261","Cajna hisa - Tea House","333","+386 1 421 24 44","$$ - $$$","611","19","#16 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d802367-Reviews-Cajna_hisa_Tea_House-Ljubljana_Upper_Carniola_Region.html","http://www.cha.si/info/6/cajnica"
"Resljeva cesta 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7596961","false","false","46.0523","14.51011","Pekarna Delfina","19",,"$","611","413","#355 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7596961-Reviews-Pekarna_Delfina-Ljubljana_Upper_Carniola_Region.html",
"Mestni trg 4, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","European","Eastern European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"robbarestaurant@gmail.com","1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"8124300","false","false","46.049744","14.506605","Robba","1279","+386 1 422 03 70","$$ - $$$","611","24","#21 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8124300-Reviews-Robba-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/ROBBA-488999544586117/"
"Trubarjeva cesta 40, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Middle Eastern","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@falafel.si","1320","660",,,"720","540",,,"720","540",,,"720","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"2691667","false","false","46.052402","14.510864","Abi Falafel","626","+386 41 640 166","$","611","30","#1 of 16 Quick Bites in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d2691667-Reviews-Abi_Falafel-Ljubljana_Upper_Carniola_Region.html","http://www.falafel.si/"
"Breg 2, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Wine Bar","Gastropub","Neapolitan","Vegetarian Friendly","Vegan Options",,,,"popsplacepizza@gmail.com","1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"1440","720",,,"17562188","false","false","46.04762","14.50544","Pops Place Pizza","205","+386 598 28480","$$ - $$$","611","29","#25 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17562188-Reviews-Pops_Place_Pizza-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/Pops-Place-Pizza-309033439796886/"
"Trubarjava Ulica 44, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19086694","false","false","46.05239","14.51157","Kavarna Mackon","2",,"$$ - $$$","611","423","#363 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19086694-Reviews-Kavarna_Mackon-Ljubljana_Upper_Carniola_Region.html",
"Linhartova cesta 32, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@sladkajama.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17659997","false","false","46.06327","14.51376","Sladka Jama","3","+386 1 232 25 66","","611","429","#1 of 2 Bakeries in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17659997-Reviews-Sladka_Jama-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/SladkaJama/"
"Eipprova ulica 17, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Central European","Slovenian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1061474","false","false","46.043274","14.503778","Trnovski zvon","57","+386 1 283 94 64","$$ - $$$","611","426","#366 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1061474-Reviews-Trnovski_zvon-Ljubljana_Upper_Carniola_Region.html","http://www.pizzerijatrnovskizvon.com"
"Stari trg 7, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,"restaurant","Mediterranean","European","Slovenian","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1212202","false","false","46.048027","14.506134","Valvasor","1196","+386 41 381 561","$$$$","611","23","#20 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1212202-Reviews-Valvasor-Ljubljana_Upper_Carniola_Region.html","http://www.valvasor.net/"
"Petkovshkovo nabrezhje 19, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2173304","false","false","46.05204","14.50839","Dok 19","14",,"","611","422","#362 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d2173304-Reviews-Dok_19-Ljubljana_Upper_Carniola_Region.html",
"Trzaska 69, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish","Middle Eastern","Mediterranean","Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15532585","false","false","46.043064","14.480658","Safran","12","+386 1 200 67 25","$$ - $$$","611","425","#365 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15532585-Reviews-Safran-Ljubljana_Upper_Carniola_Region.html","http://www.safran.si"
"Miklosiceva cesta 34, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Fast Food","Middle Eastern","Persian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,"ghobadian.d.o.o@gmail.com","1320","720",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","720",,,"8763649","false","false","46.056828","14.508319","Fari's","281","+386 40 825 533","$","611","28","#24 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8763649-Reviews-Fari_s-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/faris.delice"
"Letalishka cesta 3D, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Barbecue",,,,,,,,,"info@cubeburger.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7009258","false","false","46.06186","14.54286","Cube burger","15","+386 41 513 514","$$ - $$$","611","430","#369 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7009258-Reviews-Cube_burger-Ljubljana_Upper_Carniola_Region.html",
"Shlajmerjeva ulica 1a, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","0",,,"15843579","false","false","46.0534","14.52286","Gostilna Storklja","2","+386 1 439 32 70","","611","427","#367 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15843579-Reviews-Gostilna_Storklja-Ljubljana_Upper_Carniola_Region.html","http://www.storklja.com"
"Poljanska cesta 17, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Slovenian",,,,,,,,,,,,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"720","480",,,"15273541","false","false","46.05063","14.51389","Pekarna Malo Drugace","2",,"","611","421","#361 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15273541-Reviews-Pekarna_Malo_Drugace-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/Pekarna-Malo-Druga%C4%8De-476488309504693/"
"Ribji trg 6, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Mediterranean","European","Wine Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"1440","720",,,"1440","720",,,"1440","720",,,"1500","720",,,"1500","720",,,"1500","720",,,"5963036","false","false","46.050198","14.506063","TaBar","537","+386 31 764 063","$$ - $$$","611","26","#22 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d5963036-Reviews-TaBar-Ljubljana_Upper_Carniola_Region.html","http://www.tabar.si"
"Ciril-Metodov trg 15, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Fast Food","European","Slovenian","Central European",,,,,,,"klobasarna@gmail.com","900","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"4497616","false","false","46.050488","14.507859","Klobasarna","718","+386 51 605 017","$","611","27","#23 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4497616-Reviews-Klobasarna-Ljubljana_Upper_Carniola_Region.html","http://www.klobasarna.si"
"Njegosheva cesta 10, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Barbecue","European","Eastern European",,,,,,,,,"1140","720",,,"1380","600",,,"1380","600",,,"1380","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"3242588","false","false","46.05627","14.519134","Das ist Valter","434","+385 91 589 5866","$","611","22","#19 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3242588-Reviews-Das_ist_Valter-Ljubljana_Upper_Carniola_Region.html","http://dasistvalter.si/kontakt-kje-smo/ljubljana/"
"Rechna ulica 8, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Mediterranean","European","Slovenian","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"miza.priskofu@gmail.com","900","720","1260","1080",,,,,"900","660","1260","1080","900","660","1260","1080","900","660","1260","1080","900","660","1260","1080","900","720","1260","1080","698780","false","false","46.044083","14.504146","Pri Skofu","547","+386 1 426 45 08","$$ - $$$","611","21","#18 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d698780-Reviews-Pri_Skofu-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/gostilnica.priskofu"
"Tabor 9, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@currylife-figovec.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10428368","false","false","46.05358","14.51473","Curry Life Figovec","4","+386 1 426 44 10","","611","428","#368 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10428368-Reviews-Curry_Life_Figovec-Ljubljana_Upper_Carniola_Region.html",
"Tavcharjeva ulica 8a, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Pub",,,,,,,,,,"sirwilliamspub@gmail.com","1350","900",,,"1350","480",,,"1350","480",,,"1350","480",,,"1350","480",,,"1350","480",,,"1350","900",,,"2335434","false","false","46.054443","14.507507","Sir William's pub","158","+386 599 44825","$$ - $$$","611","25","#1 of 41 Coffee & Tea in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d2335434-Reviews-Sir_William_s_pub-Ljubljana_Upper_Carniola_Region.html","http://sirwilliamspub.webs.com/"
"Gallusovo nabrezhje 31, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Steakhouse","Mediterranean","Barbecue","European","Central European","Gluten Free Options",,,,,"sorbara@steakhouse.si","1080","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"8088838","false","false","46.04691","14.505904","Sorbara Steak House","536","+386 1 425 42 51","$$ - $$$","611","37","#30 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8088838-Reviews-Sorbara_Steak_House-Ljubljana_Upper_Carniola_Region.html","http://www.sorbara-steakhouse.si/"
"Gornji trg 28, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011","restaurant","Seafood","Mediterranean","European","Slovenian","Central European","Vegetarian Friendly","Gluten Free Options",,,,"info@spajza-lj.si","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1237665","false","false","46.04581","14.508797","Spajza","1140","+386 1 425 30 94","$$$$","611","35","#29 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1237665-Reviews-Spajza-Ljubljana_Upper_Carniola_Region.html","http://www.spajza-restaurant.com"
"Ciril-Metodov trg 11, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Fast Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"kris@organic-garden.eu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10910845","false","false","46.0506","14.508363","Organic Garden","193","+386 820 54050","$","611","34","#2 of 16 Quick Bites in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10910845-Reviews-Organic_Garden-Ljubljana_Upper_Carniola_Region.html","http://www.organic-garden.eu"
"Eipprova ulica 1a, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","Mediterranean","Slovenian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"info@restavracija-manna.si","1260","720",,,"1410","690",,,"1410","690",,,"1410","690",,,"1410","690",,,"1410","690",,,"1410","690",,,"801934","false","false","46.043377","14.505103","Restaurant & Bar Manna","676","+386 31 529 974","$$$$","611","39","#31 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d801934-Reviews-Restaurant_Bar_Manna-Ljubljana_Upper_Carniola_Region.html","http://www.restaurant-manna.com"
"Jamova cesta 105, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","American","Bar","Fast Food",,,,,,,,"til.pleterski@gmail.com",,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"4216760","false","false","46.038795","14.476153","Hood Burger","329","+386 40 540 411","$","611","36","#3 of 16 Quick Bites in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4216760-Reviews-Hood_Burger-Ljubljana_Upper_Carniola_Region.html","http://www.hoodburger.si"
"Metelkova ulica 11, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1143484","false","false","46.05699","14.51545","Park Bar","9",,"$$ - $$$","611","424","#364 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1143484-Reviews-Park_Bar-Ljubljana_Upper_Carniola_Region.html",
"Cesta na Brdo 33, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"azur@telemach.net","1200","0",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1098521","false","false","46.045055","14.473611","Azur - tratorija s picami","264","+386 1 423 24 23","$$ - $$$","611","31","#26 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1098521-Reviews-Azur_tratorija_s_picami-Ljubljana_Upper_Carniola_Region.html","http://www.azur-tratorija.si"
"Trg francoske revolucije 4, Ljubljana 1000 Slovenia","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,"restaurant","French","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"info@lepetit.si","1440","450",,,"1440","450",,,"1440","450",,,"1440","450",,,"1440","450",,,"1440","450",,,"1440","450",,,"1088537","false","false","46.04698","14.502627","Le Petit cafe","912","+386 1 251 25 75","$$ - $$$","611","32","#27 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1088537-Reviews-Le_Petit_cafe-Ljubljana_Upper_Carniola_Region.html","http://www.lepetit.si"
