"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"ul. Sandomierska 13, Warsaw 02-567 Poland","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","European","International","Vegetarian Friendly",,,,,,,,"reservations@eterrible.pl",,,,,"1320","1080",,,,,"900","720","1320","1080",,,"900","720","1320","1080",,,"900","720","1320","1080",,,"900","720","1320","1080",,,"1320","900",,,"6735069","false","false","52.207756","21.01887","L'Enfant Terrible","112","+48 22 119 57 05","$$$$","2961","351","#315 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6735069-Reviews-L_Enfant_Terrible-Warsaw_Mazovia_Province_Central_Poland.html","http://www.eterrible.pl"
"ul. aleja Komisji Edukacji Narodowej 83, Warsaw 02-777 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8381984","false","false","52.155014","21.034819","Kafelek Breakfast Cafe","39","+48 22 119 81 75","$$ - $$$","2961","453","#399 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8381984-Reviews-Kafelek_Breakfast_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","http://www.fb.com/Kafelek.kawiarnia"
"ul. Moliera 4/6, Warsaw 00-076 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Gluten Free Options",,,,,,"biuro@sakana.pl","1320","780",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1320","720",,,"943029","false","false","52.244278","21.011175","Sakana Sushi Bar","151","+48 22 826 59 58","$$ - $$$","2961","355","#318 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d943029-Reviews-Sakana_Sushi_Bar-Warsaw_Mazovia_Province_Central_Poland.html","http://sakana.pl/pl/sakana-warszawa-moliera/"
"ul. Wawozowa 18, Metro Kabaty wejscie od al. KEN, metro Kabaty, Warsaw 02-796 Poland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly",,,,,,,,"a.gandhi@mojecurry.pl","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"11871935","false","false","52.131786","21.064804","Moje Curry","61","+48 797 608 734","$$ - $$$","2961","358","#321 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11871935-Reviews-Moje_Curry-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/mojeCURRY/"
"ul. Towarowa 3 perony nieczynnego dworca Warszawa Główna Osobowa, Warsaw 00-811 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,"nocnymarket@akcjarealizacja.pl","1380","960",,,,,,,,,,,,,,,,,,,,,"1440","1020",,,,,"1500","1020",,,,,"1500","1020",,,"10716786","false","false","52.225147","20.982328","Nocny Market","123",,"$","2961","360","#21 of 62 Quick Bites in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10716786-Reviews-Nocny_Market-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/Nocny-Market-Warszawa/"
"Wilcza 42, Warsaw 00-679 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,"wilcza42@coffeedesk.pl","1140","540",,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1200","540",,,"12982401","false","false","52.224968","21.016176","Coffeedesk","42","+48 690 909 590","$","2961","353","#17 of 126 Coffee & Tea in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12982401-Reviews-Coffeedesk-Warsaw_Mazovia_Province_Central_Poland.html","http://facebook.com/coffeedeskwilcza/"
"ul. Senatorska 28, Warsaw 00-095 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","Cafe",,,,,,,,,,"1320","600",,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","600",,,"6920150","false","false","52.24307","21.00512","Waff'love Wafle Belgijskie","63","+48 502 635 222","$$ - $$$","2961","452","#21 of 84 Dessert in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6920150-Reviews-Waff_love_Wafle_Belgijskie-Warsaw_Mazovia_Province_Central_Poland.html","http://wafflove.pl/"
"Plac Konesera 1, Warsaw 03-736 Poland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Contemporary","Healthy","Eastern European","Vegetarian Friendly","Vegan Options",,,,"kontakt@wuwu.bar","1200","720",,,,,,,,,"1260","1020",,,,,"1260","1020",,,,,"1260","1020",,,,,"1260","1020",,,,,"1260","720",,,"14173085","false","false","52.25572","21.045889","WuWu Vodka Bar","62","+48 22 355 30 02","$$ - $$$","2961","356","#319 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14173085-Reviews-WuWu_Vodka_Bar-Warsaw_Mazovia_Province_Central_Poland.html","http://wuwu.bar/"
"ul. Chmielna 5, Warsaw 00-021 Poland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Italian","Bar","Mediterranean","Pub","Central European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10292816","false","false","52.233078","21.01825","Hops","46","+48 799 847 133","$$ - $$$","2961","459","#404 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10292816-Reviews-Hops-Warsaw_Mazovia_Province_Central_Poland.html",
"Swietokrzyska 34, Warsaw 00-116 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,"1380","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"789873","false","false","52.2341","21.001781","Ti amo","203","+48 22 620 79 97","$$ - $$$","2961","415","#366 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d789873-Reviews-Ti_amo-Warsaw_Mazovia_Province_Central_Poland.html","http://www.tiamo.pl"
"Fort VIII Sluzew 1b lok k8, Warsaw 02-787 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,"dziurkawforcie@gmail.com","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"3537921","false","false","52.16688","21.04065","Dziurka od Klucza","426","+48 500 150 494","$$ - $$$","2961","107","#97 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3537921-Reviews-Dziurka_od_Klucza-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Dziurka-od-klucza-119579078146813/"
"Ulica Agrykoli 1 Nowa Oranżeria w Łazienkach Królewskich, Warsaw 00-460 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,"restaurant","Polish","European","Contemporary","Central European","Vegetarian Friendly","Vegan Options",,,,,"rezerwacja@belvedere.com.pl","1020","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"697096","false","false","52.211597","21.0334","Restauracja Belvedere","586","+48 606 102 002","$$$$","2961","103","#94 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d697096-Reviews-Restauracja_Belvedere-Warsaw_Mazovia_Province_Central_Poland.html","http://www.belvedere.com.pl"
"ul. Nowy Swiat 64, Warsaw 00-357 Poland","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,,,"restaurant","Cafe","European","Vegan Options","Vegetarian Friendly",,,,,,,"marketing.vincentcafe@gmail.com","1440","390",,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1440","390",,,,,"1500","390",,,"1894934","false","false","52.232395","21.014713","Vincent Boulangerie Patisserie","293","+48 22 828 01 15","$$ - $$$","2961","426","#28 of 62 Quick Bites in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1894934-Reviews-Vincent_Boulangerie_Patisserie-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/VincentBoulangeriePatisserie"
"ul. Domaniewska 31, Warsaw 02-672 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8452934","false","false","52.18315","21.01238","Ristorante la Mia Italia","66","+48 511 482 542","$$ - $$$","2961","423","#373 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8452934-Reviews-Ristorante_la_Mia_Italia-Warsaw_Mazovia_Province_Central_Poland.html","http://www.lamiaitalia.pl/"
"Ul. Marszalkowska 21/25, Warsaw 00-628 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,"tandoor@tandoor.com.pl","1350","720",,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,"697166","false","false","52.21776","21.018368","Tandoor","128","+48 22 825 23 75","$$ - $$$","2961","421","#371 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d697166-Reviews-Tandoor-Warsaw_Mazovia_Province_Central_Poland.html","http://www.tandoor.com.pl/"
"ul. Pulawska 378, Warsaw 02-845 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Polish","Eastern European","Central European","European","Vegetarian Friendly",,,,,,,"1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,"2357228","false","false","52.135075","21.017246","Siwy Dym","129","+48 22 644 50 00","$$ - $$$","2961","430","#379 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d2357228-Reviews-Siwy_Dym-Warsaw_Mazovia_Province_Central_Poland.html","http://www.siwydym.pl/restauracja/kontakt1.htm"
"ul. Zlota 59, Warsaw 00-120 Poland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","European","Vegetarian Friendly",,,,,,,,,"1260","540",,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,"4555724","false","false","52.23065","21.00231","Sphinx","146","+48 665 858 350","$$ - $$$","2961","425","#375 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4555724-Reviews-Sphinx-Warsaw_Mazovia_Province_Central_Poland.html","http://www.sphinx.pl/restaurant/localization/509"
"Wilcza 43, Warsaw 00-678 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,"hello@kokoandroywarsaw.com","1020","630",,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","630",,,"12711658","false","false","52.224438","21.013481","Koko & Roy Warsaw","55","+48 22 699 85 64","$$ - $$$","2961","422","#372 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12711658-Reviews-Koko_Roy_Warsaw-Warsaw_Mazovia_Province_Central_Poland.html","http://www.kokoandroywarsaw.com/"
"Plac Europejski 4A, Warsaw 00-844 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Asian","Steakhouse","International","Grill","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,"info@stixx.pl",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","1020",,,"10536519","false","false","52.233295","20.985376","STIXX Bar & Grill","570","+48 22 340 40 40","$$ - $$$","2961","114","#103 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10536519-Reviews-STIXX_Bar_Grill-Warsaw_Mazovia_Province_Central_Poland.html","http://www.stixx.pl"
"Szpitalna 3 street, Warsaw 00-031 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Chinese","Asian","Vietnamese","Thai","Vegetarian Friendly","Vegan Options",,,,,"springroll.waw.pl@gmail.com","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,"3874089","false","false","52.232826","21.01499","Spring Roll Asian Cuisine","406","+48 22 468 12 64","$$ - $$$","2961","120","#109 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3874089-Reviews-Spring_Roll_Asian_Cuisine-Warsaw_Mazovia_Province_Central_Poland.html","http://www.springroll.waw.pl"
"Ul. Plac Zamkowy 15/19, Warsaw 00-267 Poland","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Pizza","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"ldv@restauracjaldv.pl","1440","600",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,"4064729","false","false","52.247723","21.013569","La Dolce Vita","782","+48 22 831 02 59","$$ - $$$","2961","119","#108 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4064729-Reviews-La_Dolce_Vita-Warsaw_Mazovia_Province_Central_Poland.html","http://restauracjaladolcevita.pl/"
"Wronia 45 Local U2, Warsaw 00-868 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"restauracja.antresola@gmail.com","1320","480",,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","480",,,"17384101","false","false","52.234768","20.985096","Antresola","33","+48 535 813 555","$$ - $$$","2961","427","#376 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17384101-Reviews-Antresola-Warsaw_Mazovia_Province_Central_Poland.html","http://www.antresola.eu"
"ul. Nowogrodzka 25/2, Warsaw 00-511 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,"pub@kufleikapsle.pl","1560","720",,,"1560","840",,,,,"1560","840",,,,,"1560","840",,,,,"1560","840",,,,,"1680","840",,,,,"1680","720",,,"4495536","false","false","52.229275","21.014612","Kufle i Kapsle Craft Beer Pub","238","+48 886 780 737","$$ - $$$","2961","115","#104 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4495536-Reviews-Kufle_i_Kapsle_Craft_Beer_Pub-Warsaw_Mazovia_Province_Central_Poland.html","http://www.kufleikapsle.pl"
"Mokotowska 8, Warsaw 00-641 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Polish","European",,,,,,,,"biuro@the-farm.pl",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"17691279","false","false","52.21863","21.017092","The Farm","26","+48 725 320 420","$$ - $$$","2961","429","#378 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17691279-Reviews-The_Farm-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/TheFarmPL/"
"Minska 25 Soho Factory, Warsaw 03-808 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Polish","European","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"rezerwacja@gessler.sohofactory.pl","1200","480",,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,"3724798","false","false","52.24962","21.060593","Warszawa Wschodnia by Mateusz Gessler","935","+48 22 870 29 18","$$$$","2961","118","#107 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3724798-Reviews-Warszawa_Wschodnia_by_Mateusz_Gessler-Warsaw_Mazovia_Province_Central_Poland.html","http://www.mateuszgessler.com.pl"
"Ul. Zurawia 16/20, Warsaw 00-515 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,"1440","720",,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,"4211999","false","false","52.228775","21.01697","Silk and Spicy","134","+48 22 629 70 12","$$ - $$$","2961","424","#374 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4211999-Reviews-Silk_and_Spicy-Warsaw_Mazovia_Province_Central_Poland.html","http://www.silkandspicy.pl"
"ul. Bialy Kamien 4, Warsaw 02-593 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Japanese","Sushi","Asian","Fusion","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"izumi@izumisushi.eu","1320","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,"3619209","false","false","52.205902","20.997723","Izumi Sushi","332","+48 22 424 00 55","$$ - $$$","2961","116","#105 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d3619209-Reviews-Izumi_Sushi-Warsaw_Mazovia_Province_Central_Poland.html","http://www.izumisushi.eu"
"ul. Podwale 1, Warsaw 00-252 Poland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Polish","European","Soups","Eastern European","Central European","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4766026","false","false","52.24712","21.01244","Zapiecek","394","+48 663 564 293","$$ - $$$","2961","112","#101 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4766026-Reviews-Zapiecek-Warsaw_Mazovia_Province_Central_Poland.html","http://www.zapiecek.eu"
