"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Vladislavova 1390/17, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Brew Pub","Diner","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,"info@dutchpub.cz","1380","690",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","600",,,,,"1425","690",,,,,"7195591","false","false","50.080612","14.421074","The Dutch Pub","519","+420 727 969 818","$$ - $$$","5265","269","#236 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7195591-Reviews-The_Dutch_Pub-Prague_Bohemia.html","http://www.dutchpub.cz/"
"Masna 1, Prague 110 00 Czech Republic","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Healthy","Gluten Free Options",,,,,,,,,,,"bluefjord@bluefjord.cz","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"7767136","false","false","50.089336","14.422655","Blue Fjord","360","+420 730 870 086","$$ - $$$","5265","264","#231 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7767136-Reviews-Blue_Fjord-Prague_Bohemia.html","http://bluefjord.cz"
"Dittrichova 1942/20, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly",,,,,,,,"info@sancarlo.cz","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"7938899","false","false","50.076084","14.415299","San Carlo Dittrichova","1128","+420 221 511 104","$$ - $$$","5265","262","#229 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7938899-Reviews-San_Carlo_Dittrichova-Prague_Bohemia.html","http://www.sancarlo.cz"
"Nadrazhni 43/84, Prague 150 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","European","Czech","Bar","Pub","Eastern European","Central European","Brew Pub","Vegetarian Friendly","Gluten Free Options",,,,,,,"info@phnaverandach.cz",,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1051231","false","false","50.068436","14.406419","Potrefena Husa Na Verandach","900","+420 257 191 200","$$ - $$$","5265","270","#237 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1051231-Reviews-Potrefena_Husa_Na_Verandach-Prague_Bohemia.html","http://www.phnaverandach.cz"
"Sokolska 13, Praha 2, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Bar","Pub","Czech","Central European","European",,,,,,,,,,,"info@restauracekulovyblesk.cz","1380","1020",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","1020",,,,,"3192062","false","false","50.0736","14.42918","Restaurace Kulovy Blesk","415","+420 721 420 859","$$ - $$$","5265","265","#232 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3192062-Reviews-Restaurace_Kulovy_Blesk-Prague_Bohemia.html","http://www.restauracekulovyblesk.cz/"
"Male namesti 138/4, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2011","2011",,,,,"restaurant","European","Czech","Eastern European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"trousil@nuancerestaurant.cz","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1503920","false","false","50.087013","14.419167","Nuance Restaurant","624","+420 224 247 400","$$ - $$$","5265","263","#230 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1503920-Reviews-Nuance_Restaurant-Prague_Bohemia.html","http://www.nuancerestaurant.cz"
"Pernerova 673/49 Karlín, Prague 186 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,"restaurant","European","Czech","Central European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"eska@ambi.cz","1410","540",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","540",,,,,"8822108","false","false","50.09139","14.454504","Eska","803","+420 731 140 884","$$ - $$$","5265","267","#234 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d8822108-Reviews-Eska-Prague_Bohemia.html","http://www.eska.ambi.cz"
"Dlouha 727/39 Prague 1, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"bistroteka@labottega.cz","1320","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"7134017","false","false","50.090828","14.427174","La Bottega Bistroteka","1024","+420 222 311 372","$$ - $$$","5265","266","#233 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7134017-Reviews-La_Bottega_Bistroteka-Prague_Bohemia.html","http://bistroteka.lacollezione.cz/en"
"Trziste, 266/4, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Irish","Bar","European","British","Pub","Vegetarian Friendly",,,,,,,,,,"info@jjmurphys.cz","1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1092958","false","false","50.08722","14.403363","J.J. Murphy's Irish Pub","404","+420 257 535 575","$$ - $$$","5265","261","#228 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1092958-Reviews-J_J_Murphy_s_Irish_Pub-Prague_Bohemia.html","http://www.jjmurphysprague.com"
"Thunovska 198/15 Mala Strana, Prague 118 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Bar","European","Czech","Central European","Vegetarian Friendly",,,,,,,,,,,"info@krcmabrabant.cz","1380","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"4154273","false","false","50.089016","14.401488","Tavern U Krale Brabantskeho","1321","+420 602 524 725","$$ - $$$","5265","268","#235 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4154273-Reviews-Tavern_U_Krale_Brabantskeho-Prague_Bohemia.html","http://www.krcmabrabant.cz"
"Na porichi 1067/25, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,"restaurant","Fast Food","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@lovinghut.cz","1260","720",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","720",,,,,"2018619","false","false","50.090298","14.435971","Loving Hut","312","+420 775 999 376","$","5265","313","#276 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2018619-Reviews-Loving_Hut-Prague_Bohemia.html","http://www.lovinghut.com"
"Korunni 820/1, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Bar","European","Czech","Eastern European","Central European","Vegetarian Friendly",,,,,,,,,,"info@vinohradskyparlament.cz","1380","690",,,,,"1380","645",,,,,"1410","645",,,,,"1410","645",,,,,"1440","645",,,,,"1440","645",,,,,"1440","690",,,,,"4520578","false","false","50.075306","14.437926","Vinohradsky Parlament","761","+420 224 250 403","$$ - $$$","5265","324","#283 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4520578-Reviews-Vinohradsky_Parlament-Prague_Bohemia.html","http://www.vinohradskyparlament.cz"
"Husova 232/10, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Bar","Pub","Czech","Eastern European","Central European",,,,,,,,,,,"rezervace@u3r.cz","1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"3218397","false","false","50.0855","14.41829","U Tri Ruzi","4851","+420 601 588 281","$$ - $$$","5265","329","#288 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3218397-Reviews-U_Tri_Ruzi-Prague_Bohemia.html","http://www.u3r.cz"
"Trziste 7, Prague 11800 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly",,,,,,,,"malastrana@sancarlo.cz","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"13340787","false","false","50.08708","14.4028","San Carlo Mala Strana","200","+420 703 337 317","$$ - $$$","5265","276","#243 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13340787-Reviews-San_Carlo_Mala_Strana-Prague_Bohemia.html","http://www.sancarlo.cz/malastrana"
"Ostrovni 32 Praha 1, Prague 11000 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","International","European","Czech","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,"restaurant@elitegarden.cz","1320","1020",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","1020",,,,,"11865055","false","false","50.080975","14.41899","Elite Garden Restaurant","118","+420 211 156 530","$$ - $$$","5265","277","#244 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11865055-Reviews-Elite_Garden_Restaurant-Prague_Bohemia.html","http://www.elitegarden.cz"
"Vinohradska 35/25, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,"restaurant","Czech","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"restaurant@hajnovka.cz","1380","690",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","690",,,,,"3684908","false","false","50.07814","14.436341","Hospoda Hajnovka","279","+420 731 111 119","$$ - $$$","5265","330","#289 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3684908-Reviews-Hospoda_Hajnovka-Prague_Bohemia.html","http://www.hajnovka.cz"
"Hradcanske namEsti 186/1, Prague 11800 Czech Republic","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Eastern European","Central European","Vegetarian Friendly",,,,,,,,,,,"kuchyn@ambi.cz","1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1410","600",,,,,"1350","690",,,,,"14919233","false","false","50.08907","14.397925","Kuchyn","275","+420 736 152 891","$$ - $$$","5265","271","#238 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14919233-Reviews-Kuchyn-Prague_Bohemia.html","http://kuchyn.ambi.cz/en"
"Melantrichova 465/11 Staré Město, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Neapolitan","Campania","Tuscan","Romana","Lazio","Sicilian","Central-Italian","Southern-Italian","Vegetarian Friendly","Vegan Options","Gluten Free Options","marcomastro5@seznam.cz","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"2357415","false","false","50.085552","14.420889","Le Cinque Corone","785","+420 224 221 496","$$ - $$$","5265","327","#286 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2357415-Reviews-Le_Cinque_Corone-Prague_Bohemia.html","http://www.lecinquecorone.cz"
"Michalska 970/20, Prague 110 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly",,,,,,,,,,,,,"paul.gp66@gmail.com","1080","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1020","510",,,,,"1080","510",,,,,"1080","510",,,,,"9714271","false","false","50.085865","14.42007","Wake Up Choco Cafe","422","+420 737 176 333","$$ - $$$","5265","280","#4 of 49 Bakeries in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d9714271-Reviews-Wake_Up_Choco_Cafe-Prague_Bohemia.html","http://wakeupchococafe.cz/"
"Hradchanske namesti 61/11, Prague 118 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,"restaurant","European","Czech","Eastern European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1881234","false","false","50.089817","14.396092","Restaurace U Labuti","575","+420 220 511 191","$$ - $$$","5265","274","#241 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1881234-Reviews-Restaurace_U_Labuti-Prague_Bohemia.html","http://www.ulabuti.com"
"Vezenska 4, Prague 110 00 Czech Republic","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,,"info@al-dente.cz","1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"1410","690",,,,,"873162","false","false","50.090263","14.421468","Aldente Trattoria e Vineria","756","+420 222 313 185","$$ - $$$","5265","325","#284 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d873162-Reviews-Aldente_Trattoria_e_Vineria-Prague_Bohemia.html","http://al-dente.cz"
"Myslikova 260/14, Prague 120 00 Czech Republic","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012","Certificate of Excellence 2011","2011",,,"restaurant","Asian","Thai","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"info@lemon.cz","1380","720",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","720",,,,,"781702","false","false","50.077477","14.416588","LEMON LEAF","1202","+420 224 919 056","$$ - $$$","5265","321","#281 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d781702-Reviews-LEMON_LEAF-Prague_Bohemia.html","http://www.lemon.cz/"
